source,alpha,n_seeds,fdp_pool_mean,raw_pass_k,eps_seq_mean,eps_seq_median,eps_strat_seq_mean,eps_strat_seq_median,eps_strat_worst_mean,cov_seq,cov_strat_seq,cov_strat_worst
outputs/coco_owlvit_1000_20seed_formal_hist,0.1,20,0.02312684074553061,20,13.855627068471284,13.526937579011168,11.737191538296061,9.30916863592128,52.72180427766061,20,20,20
outputs/coco_owlvit_1000_20seed_formal_hist,0.15,20,0.03532432072063415,20,11.351215638509881,10.909126380408107,11.532092428374346,8.449155814872864,51.47997061874478,20,20,20
outputs/coco_owlvit_1000_20seed_formal_hist,0.2,20,0.038020935894439396,20,9.93491044678348,10.05792334506183,10.734473619338955,8.49068571576672,48.70500668296192,20,20,20
outputs/coco_owlvit_1000_20seed_sf0.30,0.05,20,0.034572737613671314,14,10.64604394871508,10.989521333618669,14.858020648308392,16.584168630083834,66.61342996099819,20,20,20
outputs/coco_owlvit_1000_20seed_sf0.30,0.1,20,0.057519633417459505,18,7.638967797119113,7.8040520008213505,12.435843322119393,12.822109419664155,56.66723063595941,20,20,20
outputs/coco_owlvit_1000_20seed_sf0.30,0.15,20,0.07777866361715123,19,6.101345160000997,5.9555241229249845,9.932656806242303,9.6329752410462,45.219440957227256,20,20,20
outputs/coco_owlvit_1000_20seed_sf0.30,0.2,20,0.1224071188844436,19,4.759736606571,5.084739936930054,7.739127571356581,8.193603041648105,35.3422864645275,20,20,20
outputs/coco_owlvit_1000_20seed_sf0.40,0.05,20,0.04114036449594425,11,10.05102899394456,10.40395110087939,15.822319170112669,16.54794964683782,72.14061835473568,20,20,20
outputs/coco_owlvit_1000_20seed_sf0.40,0.1,20,0.06635949508235488,16,6.975253155654585,7.192437398071815,11.353240485743408,11.35297058568878,51.76850748947014,20,20,20
outputs/coco_owlvit_1000_20seed_sf0.40,0.15,20,0.08874914356431982,18,5.565235656148584,5.39993473053072,9.05781508979064,8.762492787908464,41.26817656133337,20,20,20
outputs/coco_owlvit_1000_20seed_sf0.40,0.2,20,0.16185423147502245,16,4.087634586391523,4.302182770228546,6.655421832150893,6.952534734718986,30.296079787677353,20,20,20
outputs/coco_regionclip_1000_20seed_formal_hist,0.05,20,0.0029411764705882353,19,76.0395777156148,69.27242150363527,73.7893807756004,66.77360616876888,430.43869596371104,20,20,20
outputs/coco_regionclip_1000_20seed_formal_hist,0.1,20,0.00125,20,32.85690082610274,33.447248385750726,47.58292689323608,47.769378111199956,279.31473490281303,20,20,20
outputs/coco_regionclip_1000_20seed_formal_hist,0.15,20,0.0019904604659695467,20,26.782000855395115,27.15655760802464,38.721850141952174,39.69473111140315,228.16027864861198,20,20,20
outputs/coco_regionclip_1000_20seed_formal_hist,0.2,20,0.002500390686044694,20,25.034368908971985,25.31773018298907,36.193062242159456,36.45918195792397,213.3217094790426,20,20,20
outputs/coco_train_gdino_1000_20seed_formal_hist,0.05,20,0.06151893511511096,10,13.546767489705104,13.474957813177138,20.266837144510255,20.642770985596577,123.10195669120542,20,20,20
outputs/coco_train_gdino_1000_20seed_formal_hist,0.1,20,0.0813396692588646,15,10.051923040123814,10.105260649384594,15.004052771212812,14.638139410510904,91.25785241742014,20,20,20
outputs/coco_train_gdino_1000_20seed_formal_hist,0.15,20,0.09315667740779321,17,8.476498393422167,8.38124065240579,12.619762231707991,12.373009422123818,76.54307319317476,20,20,20
outputs/coco_train_gdino_1000_20seed_formal_hist,0.2,20,0.10078481985244583,20,7.66336858774103,7.709512547940911,11.90945920728473,11.77450841413932,71.57254158856061,20,20,20
outputs/coco_train_gdino_1000_20seed_sf0.30,0.05,20,0.0802042722886697,3,7.2148556305983815,7.33604760270587,11.208509386593699,11.39860805825079,67.73401248891216,20,20,20
outputs/coco_train_gdino_1000_20seed_sf0.30,0.1,20,0.11926727510042875,7,5.717530463248812,5.628341816411304,8.88591570654301,8.802653368736703,53.5297985273784,20,20,20
outputs/coco_train_gdino_1000_20seed_sf0.30,0.15,20,0.16424600457910704,10,4.765691906403222,4.786440233176571,7.4142278461910305,7.5615195111369555,44.381479341887676,20,20,20
outputs/coco_train_gdino_1000_20seed_sf0.30,0.2,20,0.21059371155495588,7,4.03351447729917,3.9381975019402846,6.276507388279155,6.204147195399868,37.472190874039356,20,20,20
outputs/coco_train_gdino_1000_20seed_sf0.40,0.05,20,0.08235481049423926,3,6.787184080528332,6.790838252281187,10.548092396519106,10.746287291229027,63.74436154263263,20,20,20
outputs/coco_train_gdino_1000_20seed_sf0.40,0.1,20,0.13221536349608057,4,5.362497560719399,5.352248129566705,8.3374228185012,8.303233763816458,50.1841437401924,20,20,20
outputs/coco_train_gdino_1000_20seed_sf0.40,0.15,20,0.1952245434688703,3,4.172450996172474,4.080558317264899,6.492989494808905,6.365854827419801,38.73768648642249,20,20,20
outputs/coco_train_gdino_1000_20seed_sf0.40,0.2,20,0.2146336311572652,9,3.8248342279739704,3.739282142233396,5.949555208314874,5.7637393146267915,35.689248103265655,20,20,20
outputs/coco_yoloworld_1000_20seed_sf0.30,0.05,20,0.013450384359956487,19,9.92878643048708,8.443190526361146,2.9227710283867516,3.0191508790284587,11.835599094968273,20,20,20
outputs/coco_yoloworld_1000_20seed_sf0.30,0.1,20,0.030349720565976297,20,4.110451670541396,4.280295276922608,2.552503637580823,2.48770657118986,9.981828469690068,20,20,20
outputs/coco_yoloworld_1000_20seed_sf0.30,0.15,20,0.0402071741187766,20,2.98190014115323,2.885452805123762,2.1512216128254313,2.004939364694533,8.452758146719928,20,20,20
outputs/coco_yoloworld_1000_20seed_sf0.30,0.2,20,0.04901189955390172,20,2.5222380222869534,2.376252745837009,1.8049617419039141,1.7361085245720396,7.074586798681198,20,20,20
outputs/coco_yoloworld_1000_20seed_sf0.40,0.05,20,0.02218773939087654,18,9.502766642564495,7.919511763706642,3.243232607132709,3.2157029654810514,12.860491568432456,20,20,20
outputs/coco_yoloworld_1000_20seed_sf0.40,0.1,20,0.03336381948011073,20,3.9756628494650643,4.145146152449804,2.581973023451991,2.4024534126410098,10.161844882431264,20,20,20
outputs/coco_yoloworld_1000_20seed_sf0.40,0.15,20,0.04247879866193932,20,2.9093540903996358,2.797986079778524,2.1026015096610893,1.9377543689164909,8.26209735187986,20,20,20
outputs/coco_yoloworld_1000_20seed_sf0.40,0.2,20,0.05059600783069479,20,2.4492729993792173,2.292172183580201,1.7523511215808694,1.681597224679631,6.86886887430302,20,20,20
outputs/coco_yoloworld_val_1000_20seed_formal_hist,0.05,20,0.029169292701228432,15,6.931400041556425,6.773601514040851,4.295661483496586,4.479844703446402,16.719888341783665,20,20,20
outputs/coco_yoloworld_val_1000_20seed_formal_hist,0.1,20,0.03082049144369391,20,6.266680359962053,5.661066659240458,4.543894723847358,4.510069143889207,17.801868916809397,20,20,20
outputs/coco_yoloworld_val_1000_20seed_formal_hist,0.15,20,0.034222237963539695,20,6.015567976426473,5.438516131076209,6.118427656333603,4.696704654082293,22.703171409079996,20,20,20
outputs/coco_yoloworld_val_1000_20seed_formal_hist,0.2,20,0.03469046748573528,20,5.932938195033021,5.379098733373415,6.042373425072599,4.696704654082293,22.414050856130512,20,20,20
outputs/lvis_aux_clean_20seed_formal_hist,0.05,20,0.006351344733697676,20,16.069334394766894,16.10731238710911,22.02326620675425,23.158441718186,88.62183053278422,20,20,20
outputs/lvis_aux_clean_20seed_formal_hist,0.1,20,0.02159280397222995,20,13.72968967086789,12.039282414254576,19.71771505358155,17.1633724103916,78.06368643168985,20,20,20
outputs/lvis_aux_clean_20seed_formal_hist,0.15,20,0.02987309165882717,20,12.625356615667965,10.21655512795456,18.11451166059061,15.062794480010432,71.7342330007958,20,20,20
outputs/lvis_aux_clean_20seed_formal_hist,0.2,20,0.0320472599795814,20,11.79246534062322,8.760056742831251,17.18864841528015,13.187414931194084,68.26938997135747,20,20,20
outputs/lvis_aux_clean_owlv2_20seed_formal_hist,0.05,20,0.018698977319136452,20,9.842934378018755,8.398782713326442,13.812872337283778,13.230780494337873,59.18099668331064,20,20,20
outputs/lvis_aux_clean_owlv2_20seed_formal_hist,0.1,20,0.0295568186967256,20,7.4845455362463795,5.9623999931571525,11.302142716690451,9.841092191824064,47.98518303691639,20,20,20
outputs/lvis_aux_clean_owlv2_20seed_formal_hist,0.15,20,0.0365837427874318,20,6.82812117080973,5.056004890935224,10.668386887239652,8.626185389150738,44.883596811464216,20,20,20
outputs/lvis_aux_clean_owlv2_20seed_formal_hist,0.2,20,0.0403657971681156,20,6.2786877158329135,4.6364321539328355,9.733795486773953,7.851948985481496,41.00414494811359,20,20,20
outputs/lvis_aux_clean_yoloworld_20seed_formal_hist,0.05,12,0.023581777087469686,10,5.949155378137429,5.341665390081161,4.169997849671393,4.129155712688785,16.209794108971774,12,12,12
outputs/lvis_aux_clean_yoloworld_20seed_formal_hist,0.1,20,0.036841704345970276,20,4.872665837135738,4.3219162348283255,4.1826279630926795,3.9711719403833667,15.31636897229476,20,20,20
outputs/lvis_aux_clean_yoloworld_20seed_formal_hist,0.15,20,0.04455071548396481,20,3.532505436051042,3.544922036544265,4.057962269526209,3.774180271463292,13.815475290705805,20,20,20
outputs/lvis_aux_clean_yoloworld_20seed_formal_hist,0.2,20,0.048069019058905794,20,3.1312669949738208,3.211436891494725,4.1483034835569095,3.9742078694679233,13.722552481596233,20,20,20
outputs/lvis_groundingdino_1000_presentall_absentraremix_formal_hist,0.05,5,0.15829195314489433,0,115.96838469933464,119.06602081934145,5.718321689634097,5.728763446989369,26.05549645799463,5,5,5
outputs/lvis_groundingdino_1000_presentall_absentraremix_formal_hist,0.1,5,0.17662570825758683,1,51.5398351398219,52.15840278668252,12.49231268713728,3.525392890454997,57.43445044716117,5,5,5
outputs/lvis_groundingdino_1000_presentall_absentraremix_formal_hist,0.15,5,0.23193383869449785,0,27.104325489075592,27.652404595203777,31.30464512209719,32.679284805976856,174.0886068326283,5,5,5
outputs/lvis_groundingdino_1000_presentall_absentraremix_formal_hist,0.2,5,0.26493898854768416,1,20.18133585186602,20.438733831237577,24.40849231094349,25.70241717403532,138.97756367504076,5,5,5
outputs/oi_1000_gdino_formal_hist,0.05,5,0.23743302235521915,0,57.491955270076595,57.25183035553303,5.053454811120711,5.076558126570678,22.531633974661197,5,5,5
outputs/oi_1000_gdino_formal_hist,0.1,5,0.3228145763264673,0,21.853741633863024,21.69217557566028,3.990094806636847,2.037808207148767,17.922425703684976,5,5,5
outputs/oi_1000_gdino_formal_hist,0.15,5,0.374309684634047,0,14.890213950428654,14.605058764166587,6.073674255666983,8.583336530575206,27.418476153228475,5,5,5
outputs/oi_1000_gdino_formal_hist,0.2,5,0.3818990545349613,0,12.055425266560224,11.84161283559537,7.536521128171644,7.429274476044085,34.01697172482036,5,5,5
outputs/oi_aux_clean_gdino_20seed_formal_hist,0.05,20,0.005528265896929491,20,21.26048723239306,20.393331160982306,11.280998138485414,11.248844151711465,49.7999529651032,20,20,20
outputs/oi_aux_clean_gdino_20seed_formal_hist,0.1,20,0.02052178742705695,20,14.478991069616015,14.182465639857082,8.096063766491346,7.440164001850636,35.68040274408092,20,20,20
outputs/oi_aux_clean_gdino_20seed_formal_hist,0.15,20,0.040903273976762425,20,11.653996802960993,11.212227638878534,7.181057784930741,5.991274644828462,32.04853999346516,20,20,20
outputs/oi_aux_clean_gdino_20seed_formal_hist,0.2,20,0.06616442159726926,20,10.154901674824355,9.365937780446199,6.723665954645925,5.163014371457367,29.5454697589365,20,20,20
outputs/oi_present_only_20seed_formal_hist,0.05,20,0.011143409658549408,19,18.924937632597096,17.940782230062936,9.934481646649589,9.847387322815901,44.22655523684698,20,20,20
outputs/oi_present_only_20seed_formal_hist,0.1,20,0.023323702998666172,20,11.749507645413651,11.60058552556676,7.024681979840179,6.623785539198534,31.24333477298605,20,20,20
outputs/oi_present_only_20seed_formal_hist,0.15,20,0.043641512584868716,20,9.299766453425047,9.023316299465513,6.018784588035006,5.493157431844346,26.987346070648897,20,20,20
outputs/oi_present_only_20seed_formal_hist,0.2,20,0.06251890871166237,20,8.07035474535608,7.874758586853332,6.645485943461665,5.45674372603297,29.16528093955093,20,20,20
outputs/voc_gdino_1000_20seed_formal_hist,0.05,20,0.04566038103351215,13,7.451770597056165,6.746702682722694,11.45995644550274,11.11573546742772,51.62169336046628,20,20,20
outputs/voc_gdino_1000_20seed_formal_hist,0.1,20,0.0562332973360604,20,5.804905945168533,5.124598960611301,9.687415568959644,8.699982535230404,42.88404712816476,20,20,20
outputs/voc_gdino_1000_20seed_formal_hist,0.15,20,0.07119184289817058,20,5.203660775357012,4.669263110990395,8.941212770309786,7.969965205462029,39.475537547712186,20,20,20
outputs/voc_gdino_1000_20seed_formal_hist,0.2,20,0.08655029401962668,20,4.8234024718096995,4.283436572861547,8.286637582884962,7.338053571635893,36.55388202496332,20,20,20
outputs/voc_gdino_1000_20seed_sf0.30,0.05,20,0.0866759715429573,2,4.097897866686992,4.02000949247874,7.053507151615425,6.83647619907779,31.0728326130678,20,20,20
outputs/voc_gdino_1000_20seed_sf0.30,0.1,20,0.11610858322035282,8,3.508391510463477,3.474429008084906,6.039098208616993,5.9814552032534625,26.657504743167067,20,20,20
outputs/voc_gdino_1000_20seed_sf0.30,0.15,20,0.1637879787142799,7,3.05468990700823,2.9823030537401998,5.257232509438696,5.1424616309740205,23.17689457365274,20,20,20
outputs/voc_gdino_1000_20seed_sf0.30,0.2,20,0.19275077696551998,9,2.837342373818689,2.6962922634957476,4.882936626398103,4.731218269663397,21.549286716653214,20,20,20
outputs/voc_gdino_1000_20seed_sf0.40,0.05,20,0.09015810057489003,2,3.891484458152623,3.7578339753087735,6.698090733230106,6.401409083316238,29.525353828877076,20,20,20
outputs/voc_gdino_1000_20seed_sf0.40,0.1,20,0.11973357118177175,8,3.4104463876667745,3.410747414239453,5.87110963542561,5.892295559915416,25.932574704633232,20,20,20
outputs/voc_gdino_1000_20seed_sf0.40,0.15,20,0.17436747922007084,3,2.9106791088314186,2.840323396836565,5.009140677064623,4.915148308436871,22.083480604694195,20,20,20
outputs/voc_gdino_1000_20seed_sf0.40,0.2,20,0.2065357038809544,8,2.7025721861619996,2.5765611472318755,4.650691535768443,4.5216626427848166,20.51980645936955,20,20,20
outputs/voc_owlvit_1000_20seed_formal_hist,0.05,20,0.018076108033004586,18,13.206632157193138,12.588813391199484,12.49710188231157,11.09862421395369,49.107322110707386,20,20,20
outputs/voc_owlvit_1000_20seed_formal_hist,0.1,20,0.025365167004640882,20,11.125538661939894,10.25807712973292,12.966181431369794,10.009390568070035,51.514065966668774,20,20,20
outputs/voc_owlvit_1000_20seed_formal_hist,0.15,20,0.02389112795995723,20,10.192687877195098,8.61791587851156,11.9753649373297,8.313483578405663,47.5257737733012,20,20,20
outputs/voc_owlvit_1000_20seed_formal_hist,0.2,20,0.026620590905850384,20,9.310433248097716,7.392816827467406,10.990911128644537,6.9346088389268985,43.69802594249201,20,20,20
outputs/voc_owlvit_1000_20seed_sf0.30,0.05,20,0.018479376368234927,19,8.574137097809402,8.024170484613764,11.36359318763407,8.17274181475809,44.15287740916136,20,20,20
outputs/voc_owlvit_1000_20seed_sf0.30,0.1,20,0.02604200738065483,20,7.274458822003727,7.1514533282791355,9.830877992405469,7.815606083424081,38.003764462028215,20,20,20
outputs/voc_owlvit_1000_20seed_sf0.30,0.15,20,0.0610819873080907,19,5.372254408759829,5.056414445403888,8.641769472012225,8.211329435108276,31.70707570172734,20,20,20
outputs/voc_owlvit_1000_20seed_sf0.30,0.2,20,0.09385552127563306,20,4.3580577068108415,4.115362486783995,7.35409435387251,6.900882769622366,26.340080028263834,20,20,20
outputs/voc_owlvit_1000_20seed_sf0.40,0.05,20,0.021056918688568155,19,8.358036008806025,7.887910107883661,11.355293718953783,8.381723502958128,43.78639599019996,20,20,20
outputs/voc_owlvit_1000_20seed_sf0.40,0.1,20,0.03527704850107886,19,6.97237691517104,6.7936089838724785,10.819618392893243,9.289122029163721,39.97768806145787,20,20,20
outputs/voc_owlvit_1000_20seed_sf0.40,0.15,20,0.07723416797200816,18,4.809503524281979,4.4677739002009345,8.087359376090893,7.802357928680117,29.093144041342462,20,20,20
outputs/voc_owlvit_1000_20seed_sf0.40,0.2,20,0.10230257260497788,20,4.179188557328264,3.9555932773670515,7.4244987072192385,7.186100784677979,26.351309596660286,20,20,20
outputs/voc_yoloworld_1000_20seed_formal_hist,0.05,20,0.010693168279151299,20,0.9895708429781077,0.9840885235016946,1.6101176600654459,1.6118961630602069,5.696247513937324,20,20,20
outputs/voc_yoloworld_1000_20seed_formal_hist,0.1,20,0.013372580579066259,20,0.8852577874907981,0.8708398832686669,1.4399323592895734,1.4150287902155299,5.101503108809283,20,20,20
outputs/voc_yoloworld_1000_20seed_formal_hist,0.15,20,0.01361860640819618,20,0.8590113762486146,0.8660998991740938,1.3971673204162096,1.4102167322879642,4.953945047612249,20,20,20
outputs/voc_yoloworld_1000_20seed_formal_hist,0.2,20,0.014658550631138417,20,0.8484210044932847,0.8637681328049893,1.3799596662660698,1.4102167322879642,4.894665777919289,20,20,20
outputs/voc_yoloworld_1000_20seed_sf0.30,0.05,16,0.012400939108281543,16,1.656710246541284,1.5508720343395317,1.9553111755814592,2.0584595573129394,7.387126203135595,16,16,16
outputs/voc_yoloworld_1000_20seed_sf0.30,0.1,20,0.013784016079013344,20,0.960567561661368,0.9371382682265528,1.561985427734673,1.5241845685832591,5.542172040070115,20,20,20
outputs/voc_yoloworld_1000_20seed_sf0.30,0.15,20,0.022050414975727857,20,0.7560875982563261,0.7288482059839496,1.2295017403150497,1.1723735215706372,4.3664438628608355,20,20,20
outputs/voc_yoloworld_1000_20seed_sf0.30,0.2,20,0.03116297298615899,20,0.6482620113078502,0.620810048672723,1.0540897045855693,1.0241861641655083,3.7453975104590924,20,20,20
outputs/voc_yoloworld_1000_20seed_sf0.40,0.05,16,0.011896750289997952,16,1.5855967553895076,1.4818170008123603,1.9404086786035413,2.015892276585153,7.278932493849476,16,16,16
outputs/voc_yoloworld_1000_20seed_sf0.40,0.1,20,0.01408922002153728,20,0.9324821133593701,0.9141488807279573,1.5162234108374073,1.4942549881842542,5.3806080680401385,20,20,20
outputs/voc_yoloworld_1000_20seed_sf0.40,0.15,20,0.022101932829973667,20,0.7341266106091477,0.7104729279897517,1.1937540660367367,1.1461455103537326,4.2394199695093615,20,20,20
outputs/voc_yoloworld_1000_20seed_sf0.40,0.2,20,0.03315031979008184,20,0.6314392810670649,0.6088333857329541,1.026759521187128,1.0044302060290244,3.6468910740901053,20,20,20
