seed,score_floor,n_tp_surviving,n_tp_reachable,n_tp_rejected,n_total_rejected,recall_ceiling,recall_actual,fdp,efficiency,total_tp_all
8,0.5,215,182,215,242,0.2585227272727273,0.3053977272727273,0.1115702479338843,1.1813186813186813,704
9,0.0,720,94,115,120,0.13055555555555556,0.1597222222222222,0.041666666666666664,1.2234042553191489,720
9,0.05,720,94,115,120,0.13055555555555556,0.1597222222222222,0.041666666666666664,1.2234042553191489,720
9,0.1,578,123,155,169,0.17083333333333334,0.2152777777777778,0.08284023668639054,1.2601626016260163,720
9,0.15,498,141,173,191,0.19583333333333333,0.24027777777777778,0.09424083769633508,1.2269503546099292,720
9,0.2,443,150,184,205,0.20833333333333334,0.25555555555555554,0.1024390243902439,1.2266666666666666,720
9,0.25,400,157,201,225,0.21805555555555556,0.2791666666666667,0.10666666666666667,1.2802547770700636,720
9,0.3,365,163,217,248,0.2263888888888889,0.3013888888888889,0.125,1.331288343558282,720
9,0.35,333,169,226,263,0.23472222222222222,0.3138888888888889,0.14068441064638784,1.3372781065088757,720
9,0.4,297,174,237,281,0.24166666666666667,0.32916666666666666,0.15658362989323843,1.3620689655172413,720
9,0.5,223,183,223,259,0.25416666666666665,0.30972222222222223,0.138996138996139,1.2185792349726776,720
10,0.0,648,103,142,146,0.15895061728395063,0.2191358024691358,0.0273972602739726,1.378640776699029,648
10,0.05,648,103,142,146,0.15895061728395063,0.2191358024691358,0.0273972602739726,1.378640776699029,648
10,0.1,527,133,172,180,0.2052469135802469,0.2654320987654321,0.044444444444444446,1.293233082706767,648
10,0.15,456,149,190,202,0.22993827160493827,0.2932098765432099,0.0594059405940594,1.2751677852348995,648
10,0.2,413,158,202,217,0.24382716049382716,0.3117283950617284,0.06912442396313365,1.2784810126582278,648
10,0.25,392,164,223,238,0.25308641975308643,0.3441358024691358,0.06302521008403361,1.3597560975609755,648
10,0.3,362,173,228,246,0.26697530864197533,0.35185185185185186,0.07317073170731707,1.3179190751445087,648
10,0.35,328,184,238,259,0.2839506172839506,0.36728395061728397,0.08108108108108109,1.2934782608695654,648
10,0.4,294,190,248,277,0.2932098765432099,0.38271604938271603,0.10469314079422383,1.3052631578947367,648
10,0.5,236,198,236,256,0.3055555555555556,0.36419753086419754,0.078125,1.1919191919191918,648
11,0.0,627,97,121,131,0.1547049441786284,0.19298245614035087,0.07633587786259542,1.247422680412371,627
11,0.05,627,97,121,131,0.1547049441786284,0.19298245614035087,0.07633587786259542,1.247422680412371,627
11,0.1,511,117,149,165,0.18660287081339713,0.23763955342902712,0.09696969696969697,1.2735042735042736,627
11,0.15,437,131,166,184,0.20893141945773525,0.2647527910685805,0.09782608695652174,1.2671755725190839,627
11,0.2,399,140,177,200,0.22328548644338117,0.2822966507177033,0.115,1.2642857142857142,627
11,0.25,368,146,183,208,0.23285486443381181,0.291866028708134,0.1201923076923077,1.2534246575342467,627
11,0.3,334,153,185,210,0.24401913875598086,0.29505582137161085,0.11904761904761904,1.2091503267973855,627
11,0.35,301,156,192,218,0.24880382775119617,0.3062200956937799,0.11926605504587157,1.2307692307692308,627
11,0.4,267,170,206,240,0.2711323763955343,0.32854864433811803,0.14166666666666666,1.211764705882353,627
11,0.5,213,178,213,241,0.2838915470494418,0.3397129186602871,0.11618257261410789,1.196629213483146,627
12,0.0,811,99,116,119,0.1220715166461159,0.14303329223181258,0.025210084033613446,1.1717171717171717,811
12,0.05,811,99,116,119,0.1220715166461159,0.14303329223181258,0.025210084033613446,1.1717171717171717,811
12,0.1,665,127,162,167,0.15659679408138102,0.1997533908754624,0.029940119760479042,1.2755905511811023,811
12,0.15,573,143,179,188,0.17632552404438964,0.22071516646115907,0.047872340425531915,1.2517482517482519,811
12,0.2,503,158,197,209,0.19482120838471023,0.24290998766954378,0.05741626794258373,1.2468354430379747,811
12,0.25,454,169,202,215,0.20838471023427868,0.24907521578298397,0.06046511627906977,1.195266272189349,811
12,0.3,412,173,223,253,0.21331689272503082,0.2749691738594328,0.11857707509881422,1.2890173410404626,811
12,0.35,369,180,236,271,0.2219482120838471,0.2909987669543773,0.12915129151291513,1.3111111111111111,811
12,0.4,325,186,247,286,0.22934648581997533,0.30456226880394577,0.13636363636363635,1.327956989247312,811
12,0.5,244,184,244,290,0.22688039457459927,0.3008631319358816,0.15862068965517243,1.326086956521739,811
13,0.0,563,92,108,112,0.16341030195381884,0.19182948490230906,0.03571428571428571,1.1739130434782608,563
13,0.05,563,92,108,112,0.16341030195381884,0.19182948490230906,0.03571428571428571,1.1739130434782608,563
13,0.1,464,117,126,138,0.20781527531083482,0.22380106571936056,0.08695652173913043,1.0769230769230769,563
13,0.15,395,131,142,154,0.23268206039076378,0.2522202486678508,0.07792207792207792,1.083969465648855,563
13,0.2,356,137,151,166,0.2433392539964476,0.2682060390763766,0.09036144578313253,1.102189781021898,563
13,0.25,325,144,162,178,0.2557726465364121,0.2877442273534636,0.0898876404494382,1.125,563
13,0.3,299,150,175,192,0.2664298401420959,0.3108348134991119,0.08854166666666667,1.1666666666666667,563
13,0.35,277,156,194,221,0.27708703374777977,0.34458259325044405,0.12217194570135746,1.2435897435897436,563
13,0.4,245,160,201,232,0.2841918294849023,0.35701598579040855,0.1336206896551724,1.25625,563
13,0.5,192,154,192,222,0.27353463587921845,0.3410301953818828,0.13513513513513514,1.246753246753247,563
14,0.0,701,84,117,120,0.11982881597717546,0.16690442225392296,0.025,1.3928571428571428,701
14,0.05,701,84,117,120,0.11982881597717546,0.16690442225392296,0.025,1.3928571428571428,701
14,0.1,568,112,148,155,0.15977175463623394,0.21112696148359486,0.04516129032258064,1.3214285714285714,701
14,0.15,491,126,163,170,0.1797432239657632,0.23252496433666192,0.041176470588235294,1.2936507936507937,701
14,0.2,430,141,179,189,0.20114122681883023,0.2553495007132668,0.05291005291005291,1.269503546099291,701
14,0.25,387,148,183,194,0.21112696148359486,0.26105563480741795,0.05670103092783505,1.2364864864864864,701
14,0.3,356,149,188,199,0.21255349500713266,0.268188302425107,0.05527638190954774,1.261744966442953,701
14,0.35,321,152,188,200,0.21683309557774608,0.268188302425107,0.06,1.236842105263158,701
14,0.4,293,155,206,224,0.2211126961483595,0.29386590584878747,0.08035714285714286,1.3290322580645162,701
14,0.5,225,165,208,227,0.23537803138373753,0.2967189728958631,0.08370044052863436,1.2606060606060607,701
15,0.0,702,88,106,109,0.12535612535612536,0.150997150997151,0.027522935779816515,1.2045454545454544,702
15,0.05,702,88,106,109,0.12535612535612536,0.150997150997151,0.027522935779816515,1.2045454545454544,702
15,0.1,569,117,144,151,0.16666666666666666,0.20512820512820512,0.046357615894039736,1.2307692307692308,702
15,0.15,483,137,160,167,0.19515669515669515,0.22792022792022792,0.041916167664670656,1.1678832116788322,702
15,0.2,432,145,167,174,0.20655270655270655,0.2378917378917379,0.040229885057471264,1.1517241379310346,702
15,0.25,377,153,174,186,0.21794871794871795,0.24786324786324787,0.06451612903225806,1.1372549019607843,702
15,0.3,333,161,185,198,0.22934472934472935,0.26353276353276356,0.06565656565656566,1.1490683229813665,702
15,0.35,294,165,198,212,0.23504273504273504,0.28205128205128205,0.0660377358490566,1.2,702
15,0.4,269,167,206,222,0.2378917378917379,0.2934472934472934,0.07207207207207207,1.2335329341317365,702
15,0.5,212,172,212,228,0.245014245014245,0.301994301994302,0.07017543859649122,1.2325581395348837,702
16,0.0,747,99,128,134,0.13253012048192772,0.1713520749665328,0.04477611940298507,1.2929292929292928,747
16,0.05,747,99,128,134,0.13253012048192772,0.1713520749665328,0.04477611940298507,1.2929292929292928,747
16,0.1,605,123,156,164,0.1646586345381526,0.20883534136546184,0.04878048780487805,1.2682926829268293,747
16,0.15,530,132,167,176,0.17670682730923695,0.22356091030789826,0.05113636363636364,1.2651515151515151,747
16,0.2,470,144,180,194,0.1927710843373494,0.24096385542168675,0.07216494845360824,1.25,747
16,0.25,429,149,185,201,0.1994645247657296,0.24765729585006693,0.07960199004975124,1.2416107382550334,747
16,0.3,397,154,197,213,0.20615796519410978,0.2637215528781794,0.07511737089201878,1.2792207792207793,747
16,0.35,351,155,203,222,0.2074966532797858,0.2717536813922356,0.08558558558558559,1.3096774193548386,747
16,0.4,311,159,211,230,0.21285140562248997,0.2824631860776439,0.08260869565217391,1.3270440251572326,747
16,0.5,242,164,215,234,0.21954484605087016,0.2878179384203481,0.0811965811965812,1.3109756097560976,747
17,0.0,613,102,117,122,0.16639477977161501,0.19086460032626426,0.040983606557377046,1.1470588235294117,613
17,0.05,613,102,117,122,0.16639477977161501,0.19086460032626426,0.040983606557377046,1.1470588235294117,613
17,0.1,494,118,147,158,0.19249592169657423,0.2398042414355628,0.06962025316455696,1.2457627118644068,613
17,0.15,421,128,156,167,0.20880913539967375,0.2544861337683524,0.0658682634730539,1.21875,613
17,0.2,386,136,166,177,0.22185970636215335,0.2707993474714519,0.062146892655367235,1.2205882352941178,613
17,0.25,362,145,172,183,0.2365415986949429,0.2805872756933116,0.060109289617486336,1.1862068965517243,613
17,0.3,325,149,180,193,0.24306688417618272,0.2936378466557912,0.06735751295336788,1.2080536912751676,613
17,0.35,295,151,184,197,0.2463295269168026,0.300163132137031,0.06598984771573604,1.218543046357616,613
17,0.4,263,157,185,199,0.2561174551386623,0.30179445350734097,0.07035175879396985,1.1783439490445862,613
17,0.5,203,161,190,206,0.2626427406199021,0.3099510603588907,0.07766990291262135,1.1801242236024845,613
18,0.0,805,102,124,132,0.1267080745341615,0.15403726708074533,0.06060606060606061,1.2156862745098038,805
18,0.05,805,102,124,132,0.1267080745341615,0.15403726708074533,0.06060606060606061,1.2156862745098038,805
18,0.1,654,134,159,174,0.16645962732919253,0.19751552795031055,0.08620689655172414,1.1865671641791045,805
18,0.15,546,154,181,200,0.19130434782608696,0.2248447204968944,0.095,1.1753246753246753,805
18,0.2,478,166,196,216,0.2062111801242236,0.24347826086956523,0.09259259259259259,1.180722891566265,805
18,0.25,435,171,209,231,0.2124223602484472,0.2596273291925466,0.09523809523809523,1.2222222222222223,805
18,0.3,386,176,227,250,0.2186335403726708,0.2819875776397516,0.092,1.2897727272727275,805
18,0.35,331,187,235,261,0.23229813664596274,0.2919254658385093,0.09961685823754789,1.2566844919786095,805
18,0.4,297,189,241,271,0.23478260869565218,0.2993788819875776,0.11070110701107011,1.2751322751322751,805
18,0.5,233,191,233,261,0.2372670807453416,0.2894409937888199,0.10727969348659004,1.2198952879581153,805
19,0.0,844,140,166,176,0.16587677725118483,0.1966824644549763,0.056818181818181816,1.1857142857142857,844
19,0.05,844,140,166,176,0.16587677725118483,0.1966824644549763,0.056818181818181816,1.1857142857142857,844
19,0.1,696,161,203,217,0.19075829383886256,0.24052132701421802,0.06451612903225806,1.2608695652173914,844
19,0.15,589,178,222,241,0.2109004739336493,0.26303317535545023,0.07883817427385892,1.247191011235955,844
19,0.2,519,193,241,279,0.22867298578199052,0.28554502369668244,0.13620071684587814,1.2487046632124352,844
19,0.25,469,200,256,299,0.23696682464454977,0.3033175355450237,0.14381270903010032,1.28,844
19,0.3,433,203,279,331,0.24052132701421802,0.3305687203791469,0.15709969788519637,1.374384236453202,844
19,0.35,385,207,290,355,0.245260663507109,0.34360189573459715,0.18309859154929578,1.4009661835748792,844
19,0.4,345,216,298,371,0.2559241706161137,0.35308056872037913,0.1967654986522911,1.3796296296296298,844
19,0.5,280,220,280,336,0.26066350710900477,0.33175355450236965,0.16666666666666666,1.2727272727272725,844
