seed,template,own_model,phi_max,num_fit_families,num_cal_families,num_fit_candidates,num_cal_candidates,template_count
6,a {category} next to a wall,True,4.28125,17,9,371,206,50
6,a cropped view of a {category},True,6.969230769230769,25,15,574,528,50
6,a surveillance-style view of a {category},True,7.24822695035461,16,4,445,128,50
6,a photo containing a {category},False,12.47763936937928,16,5,631,140,50
6,a sitting {category},True,6.038461538461538,21,5,419,214,50
6,a real {category},True,7.915094339622642,22,6,785,90,50
6,a photographic {category},True,2.9095890410958902,13,3,309,83,50
6,the {category} in this image,True,11.60204081632653,16,8,351,309,50
6,a sharp {category},True,2.0486486486486486,17,4,327,71,50
6,a bright {category},True,5.073770491803279,17,7,581,221,50
6,a front view of a {category},True,4.761904761904762,14,8,352,246,50
6,a moving {category},True,6.46551724137931,22,8,610,336,50
6,a high-resolution view of a {category},True,3.363157894736842,17,2,574,46,50
6,a stacked {category},True,3.2187499999999996,17,3,303,43,50
6,a {category} object,True,6.419753086419752,11,11,341,327,50
6,a visible {category} in the scene,True,9.229559748427674,16,5,533,106,50
6,a partial view of a {category},True,3.900826446280992,25,5,1001,226,50
6,a dark {category},True,5.382231404958678,24,6,482,108,50
6,a {category} in the scene,True,6.7272727272727275,19,11,775,291,50
6,a close-up of a {category},True,3.5104166666666665,9,5,297,130,50
6,a lying {category},True,7.771739130434782,19,6,379,118,50
6,a parked {category},True,8.941002949852507,18,3,819,45,50
6,a tiny {category},True,4.873873873873874,14,3,492,123,50
6,a messy view of a {category},True,6.435786435786436,24,4,831,46,50
6,a clean view of a {category},True,3.195505617977528,13,4,405,134,50
6,a distant {category},True,6.340425531914893,18,6,393,247,50
6,a low-resolution view of a {category},True,4.828571428571429,17,11,452,285,50
6,a man-made {category},True,8.50210970464135,16,6,348,103,50
6,a wide-angle view with a {category},True,5.186046511627907,15,10,384,257,50
6,a {category} on a table,True,4.19496855345912,18,4,613,108,50
6,a photo of a {category},True,3.394329896907217,15,5,390,52,50
6,a full view of a {category},True,3.138888888888889,15,7,513,238,50
6,a {category} on the ground,True,4.029411764705882,15,4,235,200,50
6,a large {category},True,5.473118279569893,23,2,442,100,50
6,a single {category},True,7.076305220883535,20,6,887,115,50
6,a real-world {category},True,3.564102564102564,17,1,264,7,50
6,a zoomed view of a {category},True,5.865384615384615,19,3,676,138,50
6,an image showing a {category},True,4.03921568627451,21,13,378,436,50
6,a picture with a {category},True,4.153333333333333,22,8,563,151,50
7,a clear photo of a {category},True,4.541176470588235,16,6,343,62,50
7,a hanging {category},True,5.153846153846154,17,4,480,51,50
7,a nearby {category},True,3.818181818181818,18,6,488,139,50
7,a side view of a {category},True,5.265536723163842,17,8,430,114,50
7,a small {category} near the center,True,2.9375,25,7,610,104,50
7,a blurry {category},True,4.766414141414142,19,11,727,254,50
7,a scene featuring a {category},True,3.1813953488372095,15,6,390,429,50
7,a natural image of a {category},True,7.022058823529411,18,6,515,181,50
7,a standing {category},True,5.644012944983818,16,4,395,23,50
7,a natural {category},True,4.098113207547169,24,8,489,267,50
7,an actual {category},True,2.9042553191489358,20,2,662,26,50
7,a {category} next to a wall,True,4.44943820224719,18,5,353,105,50
7,a cropped view of a {category},True,5.101102941176471,33,8,901,81,50
7,a surveillance-style view of a {category},True,4.970212765957447,18,3,518,119,50
7,a photo containing a {category},True,4.063186813186813,15,7,424,197,50
7,a sitting {category},True,4.716510903426792,20,7,704,234,50
7,a real {category},True,5.677570093457943,18,8,676,152,50
7,a photographic {category},True,3.136842105263158,10,6,257,93,50
7,the {category} in this image,True,4.483018867924528,15,7,540,223,50
7,a sharp {category},False,13.830281476997579,17,6,311,249,50
7,a bright {category},True,6.028846153846155,17,4,571,73,50
7,a front view of a {category},True,3.33125,14,7,469,167,50
7,a moving {category},True,4.419047619047619,22,3,757,236,50
7,a high-resolution view of a {category},True,3.378260869565217,15,7,450,119,50
7,a stacked {category},True,5.0,20,1,354,11,50
7,a {category} object,True,7.3419540229885065,16,5,467,135,50
7,a visible {category} in the scene,True,5.288135593220339,12,9,267,331,50
7,a partial view of a {category},True,4.460606060606061,24,5,1034,55,50
7,a dark {category},True,6.452145214521452,18,10,362,351,50
7,a {category} in the scene,True,8.551937984496124,21,7,757,331,50
7,a close-up of a {category},True,7.02020202020202,14,1,495,31,50
7,a lying {category},True,3.8582089552238803,21,5,491,95,50
7,a parked {category},True,2.8044077134986227,20,5,957,115,50
7,a tiny {category},True,7.38031914893617,14,5,489,185,50
7,a messy view of a {category},True,5.416666666666667,22,3,665,68,50
7,a clean view of a {category},True,4.035211267605633,9,5,327,190,50
7,a distant {category},True,4.01923076923077,14,9,358,217,50
7,a low-resolution view of a {category},True,5.919003115264797,18,7,424,243,50
7,a man-made {category},True,5.0,19,5,334,105,50
7,a wide-angle view with a {category},True,4.734020618556701,18,7,511,130,50
7,a {category} on a table,True,3.887850467289719,16,5,385,287,50
7,a photo of a {category},True,4.285714285714286,16,8,297,134,50
7,a full view of a {category},True,3.225,10,6,294,128,50
7,a {category} on the ground,True,3.4223300970873787,21,2,417,59,50
7,a large {category},True,6.472491909385113,23,6,443,130,50
7,a single {category},True,6.559259259259259,21,10,761,434,50
7,a real-world {category},True,4.25,18,2,323,23,50
7,a zoomed view of a {category},True,8.148148148148149,13,5,308,257,50
7,an image showing a {category},True,4.921259842519685,24,9,592,169,50
7,a picture with a {category},True,5.130000000000001,19,11,453,257,50
8,a clear photo of a {category},True,8.253968253968253,16,8,271,179,50
8,a hanging {category},True,3.5459770114942524,17,9,544,169,50
8,a nearby {category},True,5.073684210526316,13,7,417,176,50
8,a side view of a {category},True,3.144230769230769,20,6,396,137,50
8,a small {category} near the center,True,2.4413793103448276,19,5,458,98,50
8,a blurry {category},True,7.553956834532373,22,7,879,181,50
8,a scene featuring a {category},False,12.41307863351526,13,5,352,95,50
8,a natural image of a {category},True,9.780219780219781,13,12,465,313,50
8,a standing {category},True,3.5978260869565215,13,11,313,317,50
8,a natural {category},True,6.655384615384615,24,6,691,88,50
8,an actual {category},True,8.35016835016835,15,6,435,173,50
8,a {category} next to a wall,True,4.223140495867769,22,8,472,127,50
8,a cropped view of a {category},True,4.571428571428572,30,5,885,152,50
8,a surveillance-style view of a {category},False,12.41307863351526,17,5,632,85,50
8,a photo containing a {category},True,3.741573033707865,15,5,484,66,50
8,a sitting {category},True,5.698969072164949,18,8,628,117,50
8,a real {category},True,7.010204081632653,19,4,625,103,50
8,a photographic {category},True,3.6399999999999997,12,4,319,142,50
8,the {category} in this image,True,9.174603174603174,21,7,544,316,50
8,a sharp {category},True,3.2435643564356433,21,3,487,36,50
8,a bright {category},True,5.813953488372093,15,5,426,105,50
8,a front view of a {category},True,5.109677419354839,16,1,527,14,50
8,a moving {category},True,5.632440476190476,20,6,709,229,50
8,a high-resolution view of a {category},True,5.459183673469387,19,7,473,261,50
8,a stacked {category},True,6.164383561643835,14,6,253,88,50
8,a {category} object,True,4.683673469387754,16,7,405,227,50
8,a visible {category} in the scene,True,6.63716814159292,17,3,553,92,50
8,a partial view of a {category},True,4.555555555555555,23,7,920,181,50
8,a dark {category},True,6.5947242206235,26,9,529,193,50
8,a {category} in the scene,True,5.798319327731092,25,5,896,219,50
8,a close-up of a {category},True,7.992831541218638,11,4,391,104,50
8,a lying {category},True,5.194202898550725,19,9,415,218,50
8,a parked {category},True,10.319327731092438,17,3,573,72,50
8,a tiny {category},True,6.741071428571429,13,5,556,112,50
8,a messy view of a {category},True,5.449852507374631,23,9,692,365,50
8,a clean view of a {category},True,3.4611111111111112,14,5,553,187,50
8,a distant {category},True,3.901685393258427,17,9,398,200,50
8,a low-resolution view of a {category},True,3.433497536945813,21,4,653,76,50
8,a man-made {category},True,5.0,16,3,308,41,50
8,a wide-angle view with a {category},True,4.791397849462366,19,5,490,41,50
8,a {category} on a table,True,6.447058823529412,13,5,473,94,50
8,a photo of a {category},True,3.7195945945945947,13,7,319,85,50
8,a full view of a {category},True,11.142857142857142,14,5,484,98,50
8,a {category} on the ground,True,5.731182795698925,18,5,466,217,50
8,a large {category},True,4.839285714285714,22,2,494,25,50
8,a single {category},True,18.422727272727272,19,6,529,177,50
8,a real-world {category},True,5.080168776371308,17,2,280,11,50
8,a zoomed view of a {category},True,3.297029702970297,10,7,496,254,50
8,an image showing a {category},True,5.356125356125356,25,9,709,162,50
8,a picture with a {category},True,3.2875,26,8,462,475,50
9,a clear photo of a {category},True,3.204819277108434,13,6,261,64,50
9,a hanging {category},True,6.138888888888888,17,5,392,136,50
9,a nearby {category},True,5.528089887640449,17,3,421,199,50
9,a side view of a {category},True,4.770491803278689,20,4,544,61,50
9,a small {category} near the center,True,3.834375,17,11,353,258,50
9,a blurry {category},True,5.8161764705882355,26,2,767,19,50
9,a scene featuring a {category},False,13.189560123566336,16,6,754,105,50
9,a natural image of a {category},True,3.7642105263157895,18,7,531,241,50
9,a standing {category},True,3.9925233644859808,20,4,481,141,50
9,a natural {category},True,5.625,24,8,555,121,50
9,an actual {category},True,4.8311688311688314,14,4,325,139,50
9,a {category} next to a wall,True,3.75,23,3,435,134,50
9,a cropped view of a {category},True,4.764862466725821,30,7,896,211,50
9,a surveillance-style view of a {category},True,5.71578947368421,15,9,478,264,50
9,a photo containing a {category},True,4.658536585365853,13,7,338,163,50
9,a sitting {category},True,9.462616822429906,15,11,622,130,50
9,a real {category},True,12.07377049180328,21,5,453,137,50
9,a photographic {category},True,3.6399999999999997,15,6,319,229,50
9,the {category} in this image,True,6.212121212121211,19,5,677,98,50
9,a sharp {category},False,13.189560123566336,17,7,467,127,50
9,a bright {category},True,7.386363636363636,16,8,524,280,50
9,a front view of a {category},True,4.398692810457517,21,1,615,4,50
9,a moving {category},True,6.842748091603053,22,8,718,388,50
9,a high-resolution view of a {category},True,8.284574468085106,20,3,557,47,50
9,a stacked {category},True,3.6553030303030303,11,6,195,91,50
9,a {category} object,True,5.825396825396826,18,4,679,29,50
9,a visible {category} in the scene,True,5.333333333333334,17,5,429,169,50
9,a partial view of a {category},True,2.8633663366336632,17,8,423,559,50
9,a dark {category},True,5.372983870967742,22,10,497,237,50
9,a {category} in the scene,True,5.4411764705882355,20,9,736,394,50
9,a close-up of a {category},True,8.402061855670102,14,2,426,17,50
9,a lying {category},True,5.407407407407407,15,9,286,255,50
9,a parked {category},True,7.413793103448277,14,4,472,413,50
9,a tiny {category},True,5.370967741935484,11,3,285,59,50
9,a messy view of a {category},True,12.404867256637168,21,11,754,264,50
9,a clean view of a {category},True,3.4826086956521736,15,3,466,166,50
9,a distant {category},True,4.051948051948052,15,5,285,77,50
9,a low-resolution view of a {category},True,6.975945017182131,15,10,369,334,50
9,a man-made {category},True,15.3375,20,4,353,79,50
9,a wide-angle view with a {category},True,3.186,19,4,471,94,50
9,a {category} on a table,True,3.8584070796460175,18,2,498,157,50
9,a photo of a {category},True,3.056603773584906,13,7,197,123,50
9,a full view of a {category},True,3.8076923076923075,13,9,368,379,50
9,a {category} on the ground,True,3.8863636363636367,20,4,316,161,50
9,a large {category},True,6.931818181818182,19,9,332,255,50
9,a single {category},True,8.44021164021164,22,6,972,164,50
9,a real-world {category},True,3.9322033898305087,14,5,215,117,50
9,a zoomed view of a {category},True,4.976744186046512,11,6,372,181,50
9,an image showing a {category},True,3.857142857142857,27,8,600,279,50
9,a picture with a {category},True,5.047169811320756,28,6,909,186,50
10,a clear photo of a {category},True,5.9393939393939394,20,2,372,14,50
10,a hanging {category},True,6.388349514563107,17,4,601,98,50
10,a nearby {category},True,8.862745098039216,15,5,387,196,50
10,a side view of a {category},True,6.2666666666666675,20,8,439,173,50
10,a small {category} near the center,True,4.144654088050314,24,4,605,69,50
10,a blurry {category},True,6.165254237288136,21,9,540,346,50
10,a scene featuring a {category},True,3.4800000000000004,16,7,452,380,50
10,a natural image of a {category},True,7.123809523809523,23,4,693,104,50
10,a standing {category},True,5.7254901960784315,15,6,394,126,50
10,a natural {category},True,5.542635658914729,22,8,541,230,50
10,an actual {category},True,5.684782608695652,15,7,455,193,50
10,a {category} next to a wall,True,9.825,17,8,363,204,50
10,a cropped view of a {category},True,4.715686274509803,32,7,955,84,50
10,a surveillance-style view of a {category},True,5.0638297872340425,17,5,529,176,50
10,a photo containing a {category},True,3.3680124223602483,18,5,655,75,50
10,a sitting {category},True,3.151648351648352,16,7,411,202,50
10,a real {category},True,5.183673469387755,18,7,573,328,50
10,a photographic {category},False,10.921887033727131,11,6,315,76,50
10,the {category} in this image,True,8.541666666666668,17,5,477,293,50
10,a sharp {category},True,3.4333333333333336,16,7,366,116,50
10,a bright {category},False,10.921887033727131,16,3,532,41,50
10,a front view of a {category},True,4.742268041237113,14,4,405,212,50
10,a moving {category},True,3.6134453781512605,22,8,819,366,50
10,a high-resolution view of a {category},True,3.4758620689655175,16,8,431,159,50
