alpha,num_test_families,num_rejected_families,total_rejections,fp,tp,fdp,recall,mean_family_fdp,threshold,cal_loss,cal_bound,cal_rejections,cal_fp,cal_tp,seed,method
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,6,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,6,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,6,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,6,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,7,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,7,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,7,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,7,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,8,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,8,scoregate_pooled_plus1
0.15,299,29,29,6,23,0.20689655172413793,0.04722792607802875,0.020066889632107024,0.7293956279754639,0.10714285714285714,0.13793103448275862,28,3,25,8,scoregate_pooled_plus1
0.2,299,29,29,6,23,0.20689655172413793,0.04722792607802875,0.020066889632107024,0.7293956279754639,0.10714285714285714,0.13793103448275862,28,3,25,8,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,9,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,9,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,9,scoregate_pooled_plus1
0.2,299,27,27,7,20,0.25925925925925924,0.05509641873278237,0.023411371237458192,0.7293956279754639,0.13043478260869565,0.16666666666666666,23,3,20,9,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,10,scoregate_pooled_plus1
0.1,299,38,38,8,30,0.21052631578947367,0.09287925696594428,0.026755852842809364,0.7104935646057129,0.04,0.07692307692307693,25,1,24,10,scoregate_pooled_plus1
0.15,299,38,38,8,30,0.21052631578947367,0.09287925696594428,0.026755852842809364,0.7104935646057129,0.04,0.07692307692307693,25,1,24,10,scoregate_pooled_plus1
0.2,299,51,51,15,36,0.29411764705882354,0.11145510835913312,0.05016722408026756,0.6624885201454163,0.15151515151515152,0.17647058823529413,33,5,28,10,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,11,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,11,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,11,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,11,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,12,scoregate_pooled_plus1
0.1,299,29,29,7,22,0.2413793103448276,0.06528189910979229,0.023411371237458192,0.7811780571937561,0.04,0.07692307692307693,25,1,24,12,scoregate_pooled_plus1
0.15,299,29,29,7,22,0.2413793103448276,0.06528189910979229,0.023411371237458192,0.7811780571937561,0.04,0.07692307692307693,25,1,24,12,scoregate_pooled_plus1
0.2,299,49,49,16,33,0.32653061224489793,0.09792284866468842,0.05351170568561873,0.6704674363136292,0.175,0.1951219512195122,40,7,33,12,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,13,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,13,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,13,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,13,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,14,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,14,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,14,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,14,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,15,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,15,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,15,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,15,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,16,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,16,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,16,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,16,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,17,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,17,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,17,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,17,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,18,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,18,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,18,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,18,scoregate_pooled_plus1
0.05,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,19,scoregate_pooled_plus1
0.1,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,19,scoregate_pooled_plus1
0.15,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,19,scoregate_pooled_plus1
0.2,299,0,0,0,0,0.0,0.0,0.0,inf,0.0,0.0,0,0,0,19,scoregate_pooled_plus1
