eta,eta_actual,seed,alpha,phi_max,n_cal_null,sum_phi_cal,rejections,fp_contaminated,fp_true,tp_true,fdp_contaminated,fdp_true,recall_true,total_tp_in_test,mean_loo_evalue
0.1,0.011318847902981304,0,0.1,69.12577319587629,5165,5366.305101960158,97,19,4,93,0.1958762886597938,0.041237113402061855,0.13006993006993006,715,1.0
0.1,0.01072880718898418,1,0.1,69.02629660779367,5280,5417.383718864881,87,12,1,86,0.13793103448275862,0.011494252873563218,0.1303030303030303,660,1.0
0.1,0.010507702247764138,2,0.1,64.35434956105347,4626,5484.763565971141,71,9,4,67,0.1267605633802817,0.056338028169014086,0.09970238095238096,672,1.0
0.1,0.012931892035280855,3,0.1,61.7552799255441,6108,5510.8911043181,108,4,2,106,0.037037037037037035,0.018518518518518517,0.17405582922824303,609,0.9999999999999999
0.1,0.009447624301772291,4,0.1,75.46306068601582,5690,6752.904471842556,75,12,3,72,0.16,0.04,0.11128284389489954,647,1.0
0.1,0.012105711849957373,5,0.1,77.35856443719412,5561,6021.560749038588,106,14,2,104,0.1320754716981132,0.018867924528301886,0.14484679665738162,718,1.0000000000000002
0.1,0.013072561203354725,6,0.1,83.13581952117865,5296,4475.702470114906,122,16,3,119,0.13114754098360656,0.02459016393442623,0.1690340909090909,704,0.9999999999999998
0.1,0.011628296638852585,7,0.1,92.63626251390434,5974,6079.914161830908,93,9,2,91,0.0967741935483871,0.021505376344086023,0.14330708661417324,635,1.0
0.1,0.01067369004713058,8,0.1,97.675704989154,4981,5417.878326571776,104,12,0,104,0.11538461538461539,0.0,0.14772727272727273,704,1.0
0.1,0.01037372904644133,9,0.1,46.66646416411184,4780,4347.707039931172,87,14,3,84,0.16091954022988506,0.034482758620689655,0.11666666666666667,720,1.0
0.15,0.018995796813398063,0,0.1,37.51885666547321,5198,5102.348213534888,67,9,2,65,0.13432835820895522,0.029850746268656716,0.09090909090909091,715,0.9999999999999998
0.15,0.017983863128220083,1,0.1,45.2684806542938,5282,5503.552759475429,77,10,1,76,0.12987012987012986,0.012987012987012988,0.11515151515151516,660,1.0000000000000002
0.15,0.01779010935204831,2,0.1,51.58146460316744,4687,4995.222402684332,67,10,4,63,0.14925373134328357,0.05970149253731343,0.09375,672,1.0
0.15,0.016710000634155623,3,0.1,54.63691322901848,6185,6266.790473505493,92,18,2,90,0.1956521739130435,0.021739130434782608,0.1477832512315271,609,1.0
0.15,0.017207973465567634,4,0.1,49.19147057928222,5701,6213.92348798975,63,18,3,60,0.2857142857142857,0.047619047619047616,0.09273570324574962,647,1.0
0.15,0.020601814997611847,5,0.1,53.62760375258387,5619,5419.568400301152,87,28,1,86,0.3218390804597701,0.011494252873563218,0.11977715877437325,718,1.0000000000000002
0.15,0.01654194564789287,6,0.1,59.304435760318114,5291,4799.561126276278,114,13,2,112,0.11403508771929824,0.017543859649122806,0.1590909090909091,704,1.0
0.15,0.015486799506024499,7,0.1,56.30951041080473,6008,5985.531738490701,84,25,1,83,0.2976190476190476,0.011904761904761904,0.13070866141732285,635,1.0000000000000002
0.15,0.016478094987501645,8,0.1,50.353935990299625,5000,4674.710440101144,96,13,0,96,0.13541666666666666,0.0,0.13636363636363635,704,1.0000000000000002
0.15,0.019513765899211076,9,0.1,43.76559551446531,4829,4943.1534132750085,77,15,3,74,0.19480519480519481,0.03896103896103896,0.10277777777777777,720,1.0
0.2,0.019865007517353893,0,0.1,39.134870935134735,5253,6281.204094783585,63,9,1,62,0.14285714285714285,0.015873015873015872,0.08671328671328671,715,1.0
0.2,0.02108828322203406,1,0.1,39.14149945961186,5343,5748.586434033875,56,18,1,55,0.32142857142857145,0.017857142857142856,0.08333333333333333,660,1.0
0.2,0.021665925408221615,2,0.1,36.80187701520037,4679,4857.634018411358,47,21,3,44,0.44680851063829785,0.06382978723404255,0.06547619047619048,672,0.9999999999999998
0.2,0.019339242546333603,3,0.1,43.0494688356985,6224,6470.27406109687,88,19,1,87,0.2159090909090909,0.011363636363636364,0.14285714285714285,609,1.0
0.2,0.023381182222779413,4,0.1,35.91246716025794,5768,6225.226081087339,38,8,0,38,0.21052631578947367,0.0,0.05873261205564142,647,1.0
0.2,0.01835187872923722,5,0.1,33.36737680923727,5595,5595.837568404806,77,14,1,76,0.18181818181818182,0.012987012987012988,0.10584958217270195,718,0.9999999999999999
0.2,0.020138512111830976,6,0.1,45.68671498921042,5330,4874.178130634513,102,16,2,100,0.1568627450980392,0.0196078431372549,0.14204545454545456,704,1.0
0.2,0.023111612175873732,7,0.1,39.670735475896166,6060,6360.826667411162,65,15,1,64,0.23076923076923078,0.015384615384615385,0.10078740157480315,635,0.9999999999999999
0.2,0.023138240129028254,8,0.1,34.602192341073106,5063,4970.754822085328,76,16,0,76,0.21052631578947367,0.0,0.10795454545454546,704,0.9999999999999997
0.2,0.02044161604474014,9,0.1,46.35387198679455,4823,5257.892643216951,73,11,3,70,0.1506849315068493,0.0410958904109589,0.09722222222222222,720,1.0
0.3,0.0312948271319418,0,0.1,25.477787310231637,5306,5527.426226975104,49,10,0,49,0.20408163265306123,0.0,0.06853146853146853,715,1.0
0.3,0.0286242760544589,1,0.1,26.109880431301374,5419,5976.207527149092,51,16,1,50,0.3137254901960784,0.0196078431372549,0.07575757575757576,660,1.0
0.3,0.028452463566967384,2,0.1,22.17996171027441,4768,5481.7861832152885,22,6,1,21,0.2727272727272727,0.045454545454545456,0.03125,672,1.0
0.3,0.030884459298161852,3,0.1,21.47219204687603,6317,6891.443289298265,34,13,0,34,0.38235294117647056,0.0,0.05582922824302135,609,1.0
0.3,0.03147193163400619,4,0.1,30.59186682162534,5865,7060.42679218318,41,14,1,40,0.34146341463414637,0.024390243902439025,0.061823802163833076,647,1.0
0.3,0.03047920564109944,5,0.1,22.384239410049734,5716,5493.264753300706,50,12,1,49,0.24,0.02,0.06824512534818941,718,1.0
0.3,0.030793641465636293,6,0.1,33.26577636389745,5489,5369.025591816118,73,21,1,72,0.2876712328767123,0.0136986301369863,0.10227272727272728,704,1.0
0.3,0.028542516146313878,7,0.1,22.888269688365224,6108,6239.617591531559,51,16,0,51,0.3137254901960784,0.0,0.08031496062992126,635,1.0
0.3,0.033266938193061216,8,0.1,30.09707586787665,5156,5409.668990968737,65,22,0,65,0.3384615384615385,0.0,0.09232954545454546,704,1.0
0.3,0.032997276783127645,9,0.1,29.35880712117483,4898,4846.180838003608,35,6,0,35,0.17142857142857143,0.0,0.04861111111111111,720,1.0
0.4,0.03706975153863688,0,0.1,20.41972038263429,5344,5562.768869017607,33,17,0,33,0.5151515151515151,0.0,0.046153846153846156,715,1.0
0.4,0.03927501070358213,1,0.1,18.789282463475217,5486,6106.479244526153,26,13,0,26,0.5,0.0,0.03939393939393939,660,1.0
0.4,0.03820074224963027,2,0.1,18.66456941521003,4830,5068.779849326657,22,8,1,21,0.36363636363636365,0.045454545454545456,0.03125,672,1.0
0.4,0.03944360818420026,3,0.1,16.91592368900393,6336,6330.479754563177,34,13,0,34,0.38235294117647056,0.0,0.05582922824302135,609,1.0
0.4,0.039228459751883535,4,0.1,23.10540276420494,5894,6807.3510741812715,30,14,0,30,0.4666666666666667,0.0,0.04636785162287481,647,0.9999999999999999
0.4,0.04002316985711921,5,0.1,19.033070194154043,5756,5574.511716689764,31,12,0,31,0.3870967741935484,0.0,0.04317548746518106,718,1.0
0.4,0.03862224731789949,6,0.1,18.619587023535743,5484,4890.967662083785,52,16,1,51,0.3076923076923077,0.019230769230769232,0.07244318181818182,704,1.0000000000000002
0.4,0.03727026641971791,7,0.1,22.625075379639277,6143,6391.148324373656,44,21,0,44,0.4772727272727273,0.0,0.06929133858267716,635,1.0
0.4,0.035665638117477,8,0.1,27.62276422764228,5153,5341.169701661198,54,23,0,54,0.42592592592592593,0.0,0.07670454545454546,704,1.0
0.4,0.036042422867513614,9,0.1,17.28174603174603,4945,4483.899872342945,19,8,0,19,0.42105263157894735,0.0,0.02638888888888889,720,1.0
0.5,0.04482405008635579,0,0.1,17.733998088827953,5448,5935.234479456898,28,17,0,28,0.6071428571428571,0.0,0.039160839160839164,715,1.0
0.5,0.046513447943025595,1,0.1,16.6187548465714,5565,6277.759212730436,21,9,0,21,0.42857142857142855,0.0,0.031818181818181815,660,1.0000000000000002
0.5,0.04601178575186783,2,0.1,17.38981071880807,4882,5215.300235736911,22,10,1,21,0.45454545454545453,0.045454545454545456,0.03125,672,1.0
0.5,0.04495050016801509,3,0.1,16.953065134099617,6553,7658.684219964765,25,5,0,25,0.2,0.0,0.041050903119868636,609,0.9999999999999997
0.5,0.04570907670269567,4,0.1,15.77964066898493,6024,6905.77209098958,20,9,0,20,0.45,0.0,0.030911901081916538,647,1.0
0.5,0.044100816399196316,5,0.1,16.374043448014167,5857,6041.591391201514,29,14,0,29,0.4827586206896552,0.0,0.0403899721448468,718,1.0
0.5,0.04638593094546628,6,0.1,16.83810715030227,5587,5200.5092458207055,34,13,1,33,0.38235294117647056,0.029411764705882353,0.046875,704,1.0
0.5,0.046445399471858335,7,0.1,15.759276018099548,6359,6749.057477212073,29,14,0,29,0.4827586206896552,0.0,0.04566929133858268,635,1.0000000000000002
0.5,0.04496918827029324,8,0.1,15.41320696236603,5278,5501.99144041533,29,15,0,29,0.5172413793103449,0.0,0.041193181818181816,704,1.0
0.5,0.04325686106346484,9,0.1,16.89272030651341,4988,4890.580162974469,27,13,0,27,0.48148148148148145,0.0,0.0375,720,1.0
