prompt,sum_phi,n_null,min_null
giraffe,1.7904509711123215,3,100
car_(automobile),1.5821078427467568,3,100
orange_(fruit),1.472550453681862,3,100
sombrero,36.35040311423739,2,100
bulldozer,34.17952075415215,2,100
motorcycle,1.1341129955847635,2,100
saxophone,0.8501504188042015,2,100
cooker,0.8169682355668908,2,100
shoe,0.816110075655581,2,100
apple,0.5061346483498254,2,100
dollhouse,33.771036636368706,1,100
unicycle,33.771036636368706,1,100
tablecloth,33.771036636368706,1,100
frisbee,0.5492709297866569,1,100
mug,0.4434580568412052,1,100
laptop_computer,0.4084841177834454,1,100
papaya,0.37365712804945767,1,100
