prompt,sum_phi,n_null,min_null
chessboard,46.73074448738436,14,100
suitcase,15.535845205981268,14,100
belt,14.730894792080717,14,100
salmon_(food),14.71392942202226,14,100
vase,10.079286767012912,14,100
martini,45.66081390984589,13,100
garbage,23.813912740594873,13,100
scraper,22.97430853008532,13,100
liquor,20.86698617618437,13,100
cougar,17.129820534518263,13,100
washbasin,17.11059266970817,13,100
truck,14.458924297812974,13,100
candle,10.09275771827043,13,100
canteen,20.368797595712888,12,100
pinwheel,20.245748497460493,12,100
escargot,17.90160875528826,12,100
ladder,6.943231947658725,12,100
balloon,6.607889897603842,12,100
shovel,5.987883427905801,12,100
cider,45.18615630751541,11,100
blanket,22.962749264252434,11,100
tinfoil,18.843238573130897,11,100
gondola_(boat),14.423188713255342,11,100
earring,14.160902733228788,11,100
phonebook,13.897474081392298,11,100
solar_array,12.65113277276594,11,100
streetlight,11.572500633270057,11,100
sandal_(type_of_shoe),9.461850283736455,11,100
cup,7.798393807950186,11,100
apron,6.509620496115494,11,100
satchel,5.664128740207293,11,100
sock,4.229624398532929,11,100
persimmon,19.736852828809226,10,100
mirror,15.450885530878429,10,100
pipe_bowl,11.691654250045008,10,100
cellular_telephone,5.603885581256943,10,100
parking_meter,4.493856411808063,10,100
Rollerblade,43.04706722007495,9,100
stepladder,16.42493869594193,9,100
wall_socket,14.73426426780958,9,100
tripod,12.47297274592669,9,100
cabana,46.81070573030245,8,100
eclair,16.049328708651807,8,100
fleece,15.275500049034623,8,100
pug-dog,14.552001996717287,8,100
triangle_(musical_instrument),12.562942866088413,8,100
piggy_bank,10.827794976000993,8,100
shredder_(for_paper),10.82095552085165,8,100
bolo_tie,8.884612603961354,8,100
monitor_(computer_equipment) computer_monitor,4.796506985882373,8,100
toaster,4.581999414548628,8,100
glass_(drink_container),3.660040922182655,8,100
jeep,3.481653801963599,8,100
slide,3.439971639950233,8,100
manatee,62.247648683120424,7,100
gargoyle,43.39275680084406,7,100
bulldozer,20.036955418177996,7,100
army_tank,10.4526936027563,7,100
arctic_(type_of_shoe),8.998884931562806,7,100
clutch_bag,8.476467337636146,7,100
grocery_bag,5.931684864263316,7,100
skateboard,2.940860294641589,7,100
vinegar,42.653310759074955,6,100
clarinet,41.33913533798928,6,100
tux,15.935401514175263,6,100
painting,6.234258198832102,6,100
baby_buggy,4.759261883647847,6,100
spectacles,2.9870845080125146,6,100
cock,2.4471334708729646,6,100
saxophone,2.4063560262948602,6,100
papaya,2.3518517048167586,6,100
armoire,41.483015584053675,5,100
dustpan,40.97338853161496,5,100
sparkler_(fireworks),13.02169013022379,5,100
fireplug,8.1332180799071,5,100
barrel,4.579057841617924,5,100
scissors,1.6348427724471541,5,100
boom_microphone,45.25015391485615,4,100
train_(railroad_vehicle),11.864332519460445,4,100
bus_(vehicle),11.510076446773233,4,100
motor_vehicle,8.339183550464895,4,100
clock,6.223170148240001,4,100
snowboard,2.8251865011640422,4,100
coat,2.3581526887339344,4,100
giraffe,2.182788874224049,4,100
handbag,1.735301092582278,4,100
flag,1.5494429061509494,4,100
cat,1.3926888312361856,4,100
apple,12.053992806153559,3,100
bicycle,3.3773732732580033,3,100
softball,1.6729650917611243,3,100
dalmatian,40.16268582401481,2,100
hippopotamus,39.602965731184874,2,100
bow_(weapon),10.736827905097986,2,100
kite,3.4049789045713004,2,100
toilet,2.557276958869109,2,100
mask,1.189703509375914,2,100
cornmeal,0.9947096376790838,2,100
cooker,0.3342260896538494,2,100
laptop_computer,0.2732106837820824,2,100
stop_sign,0.7254305651472076,1,100
quilt,0.4324242688275101,1,100
cymbal,0.3069678451553312,1,100
zebra,0.275138802194553,1,100
dumbbell,0.275138802194553,1,100
