prompt,sum_phi,n_null,min_null
nailfile,42.981610948166114,56,100
vat,84.41203370823432,53,100
mallet,70.37121422037326,53,100
skirt,49.568514757623504,53,100
thimble,31.829896205268522,53,100
heron,48.31044940274289,52,100
music_stool,33.648642293208574,52,100
remote_control,30.405161540156,52,100
wolf,51.23035013713555,51,100
clutch_bag,39.11097404296058,51,100
rat,41.31087410580208,50,100
cider,39.08843245687221,50,100
skullcap,54.14367739394644,49,100
cornbread,49.600636027807234,49,100
knocker_(on_a_door),42.60938661349046,49,100
masher,91.17453685807558,48,100
keg,73.14352532199612,48,100
puppet,70.57052511780854,48,100
onion,35.5551683397869,48,100
broach,39.26740195003328,47,100
shears,37.34586503830943,47,100
eel,44.69565520517507,46,100
vodka,38.31955597102056,46,100
Tabasco_sauce,25.24491666173505,46,100
sunflower,38.88236722520692,45,100
cloak,61.266056698273275,44,100
hamper,46.29381994274331,44,100
pug-dog,65.89326676509016,43,100
halter_top,40.48682160183451,43,100
goggles,39.96558808560017,43,100
fedora,34.33256129080964,43,100
vulture,30.396952079221023,43,100
corkboard,38.28147015640078,42,100
dove,36.862677889368726,42,100
fig_(fruit),33.79925936369455,42,100
blimp,43.203615416636794,41,100
grits,35.060481897357406,41,100
banner,30.087181871723107,41,100
elevator_car,26.285909420845908,41,100
handcuff,66.04434065347075,40,100
passenger_ship,56.27496535748567,40,100
generator,39.47335115567006,40,100
garbage,38.97247297005838,40,100
diving_board,38.744662803584674,40,100
bowling_ball,29.857147365451965,40,100
sombrero,89.40071386725164,39,100
rodent,61.028937780147665,39,100
prune,36.52104720313176,39,100
puffer_(fish),33.75234693062579,39,100
gourd,32.07368311248034,39,100
rearview_mirror,29.90418005927056,39,100
pocket_watch,28.081526880708616,39,100
bonnet,27.04895593674971,39,100
crape,110.28163713936499,38,100
dragonfly,56.95636163139569,38,100
windshield_wiper,29.51522776417829,37,100
lanyard,27.59303016582802,37,100
cigar_box,25.41715238973924,37,100
manatee,137.66071780197035,36,100
armor,45.633593179118066,36,100
patty_(food),32.6302087407922,36,100
cookie,30.817706212714143,36,100
octopus_(food),30.189963669923593,36,100
matchbox,33.4145774847891,35,100
gondola_(boat),31.746304269902332,35,100
shaver_(electric),25.966855440863412,35,100
escargot,69.53083874950322,34,100
zebra,46.981364686245314,34,100
dagger,35.96384457336346,34,100
sugarcane_(plant),35.78335975255107,34,100
water_bottle,33.025777086042055,34,100
chalice,29.729530534354105,34,100
tachometer,29.216785183060836,34,100
beanie,23.558615742862337,34,100
sofa_bed,58.77441240670506,33,100
strap,20.94838340390594,33,100
scarecrow,64.41704631431458,32,100
rhinoceros,28.526611055437996,32,100
earring,27.639655143495716,32,100
hotplate,27.075614542928626,32,100
table-tennis_table,22.716531365823183,32,100
checkerboard,59.603457376049626,31,100
swimsuit,56.70204372307487,31,100
cow,31.83760863984005,31,100
popsicle,31.123821801379364,31,100
doughnut,25.67777902185391,31,100
ice_skate,21.626404791793234,31,100
hippopotamus,42.73438974359143,30,100
comic_book,34.8735429316394,30,100
phonebook,27.217135631486677,30,100
cargo_ship,51.815299695298435,29,100
barge,48.54474257096154,29,100
Sharpie,39.4467696663114,29,100
walrus,31.259579939393046,29,100
flower_arrangement,27.9379805009007,29,100
train_(railroad_vehicle),23.173376805009443,29,100
reflector,22.85961065332874,29,100
scissors,18.125544765160264,29,100
hookah,34.22514137869586,28,100
pudding,29.931045835042678,28,100
bow_(weapon),17.771731639562038,28,100
vinegar,39.160013984026406,27,100
poncho,37.728429778885115,27,100
knife,28.44859439776154,27,100
saucepan,25.897706560908926,27,100
ping-pong_ball,20.891868599735005,27,100
airplane,15.270153011834413,27,100
electric_chair,45.42278715345994,26,100
pirate_flag,21.183841563362584,26,100
nosebag_(for_animals),19.312094627394735,26,100
armoire,49.54491994329942,25,100
pin_(non_jewelry),30.528960115999023,25,100
cabana,28.053041139237774,25,100
kennel,25.864062859290737,25,100
plastic_bag,22.6944817158963,25,100
cream_pitcher,22.126967410813748,25,100
stepladder,20.331133953790207,25,100
headset,14.019041713472495,25,100
scraper,61.32354172943972,24,100
drumstick,43.5661553742774,24,100
pegboard,25.33332624855517,24,100
spoon,24.332633956340985,24,100
trench_coat,22.004878426642065,24,100
tennis_ball,19.353430729480657,24,100
neckerchief,26.314064452989886,23,100
radio_receiver,18.843373784276384,23,100
batter_(food),17.530018158231172,23,100
belt,13.4041239154908,23,100
headband,11.922359817900253,23,100
puffin,65.20637539589761,22,100
bagpipe,44.63013694658076,22,100
funnel,34.76237101795418,22,100
tambourine,34.451853361167515,22,100
flash,22.831870607299695,22,100
shawl,20.726135222171283,22,100
pool_table,20.219829308131686,22,100
soya_milk,19.75694437513024,22,100
trampoline,47.24376384971107,21,100
bulletproof_vest,21.181328512608456,21,100
bob,20.940266071194916,21,100
jersey,20.152200987466284,21,100
safety_pin,19.600158539082923,21,100
water_heater,16.49507815008985,21,100
chessboard,13.639645549773448,21,100
cylinder,37.46825341332388,20,100
joystick,36.715172460706604,20,100
shepherd_dog,31.96187258858337,20,100
poker_chip,21.046489971977223,20,100
fishbowl,10.768163905737133,20,100
syringe,38.245109264409166,19,100
kitchen_table,19.396963501670488,19,100
falcon,17.881194484960425,19,100
crabmeat,16.445235317506125,19,100
bus_(vehicle),10.319983266409924,19,100
car_(automobile),10.045066391173425,19,100
telephone_pole,9.880555382053974,19,100
breechcloth,27.162850991551394,18,100
mallard,24.055201181763444,18,100
necklace,23.77591758890824,18,100
race_car,23.741675198988908,18,100
leather,22.04169320854921,18,100
washbasin,21.482858787647295,18,100
calf,20.950178245157577,18,100
ice_pack,19.180952502388593,18,100
boom_microphone,17.705593208185167,18,100
stirrer,37.48345750809614,17,100
unicycle,17.882826977428344,17,100
handkerchief,15.798196984307227,17,100
mammoth,61.01647669763805,16,100
lasagna,27.854554101993816,16,100
houseboat,20.06475754791727,16,100
sling_(bandage),19.263990677015432,16,100
knitting_needle,17.637830691488023,16,100
rib_(food),16.502948600424165,16,100
root_beer,17.107966230974295,15,100
coloring_material,16.948249394828768,15,100
cleat_(for_securing_rope),15.737405190340708,15,100
chocolate_milk,14.459963748289397,15,100
toothbrush,43.55466146820145,14,100
thread,33.656260389918636,14,100
hand_glass,32.94626756140224,14,100
chime,21.163427083273273,14,100
computer_keyboard,19.835088667810926,14,100
chinaware,18.00172020540131,14,100
cocoa_(beverage),14.614477818099681,14,100
machine_gun,11.37818106471658,14,100
koala,34.669055838000624,13,100
pillow,21.626829900482146,13,100
convertible_(automobile),16.725600352428547,13,100
table,16.678137557952745,13,100
cougar,16.435447613042932,13,100
crowbar,16.16363968665331,13,100
applesauce,14.890409659381408,13,100
bulldozer,61.37481618463872,12,100
poster,46.53593921558189,12,100
sawhorse,22.9554320775291,12,100
football_helmet,20.41080683042806,12,100
casserole,18.05121834724041,12,100
mascot,17.710976846395123,12,100
wet_suit,16.890675746300413,12,100
first-aid_kit,16.245679289555028,12,100
short_pants,9.792384730525429,12,100
napkin,8.079908758820109,12,100
shovel,6.256893128217904,12,100
dinghy,43.60409152014296,11,100
subwoofer,32.00813000310809,11,100
diary,25.386235568932683,11,100
hummus,18.14569565828391,11,100
kite,10.748032085849573,11,100
vent,9.135822552467362,11,100
ring,8.958400417587235,11,100
cup,8.321027296464967,11,100
bird,8.065410223914975,11,100
teddy_bear,6.1427273037330075,11,100
basket,5.696673385029203,11,100
boat,5.270785096712996,11,100
Rollerblade,57.661642297933334,10,100
pipe_bowl,14.931531787126437,10,100
space_shuttle,13.327857529883012,10,100
sock,5.604285985452833,10,100
jacket,5.566431566191989,10,100
tablecloth,4.259897010247251,10,100
omelet,14.011878012786132,9,100
hot-air_balloon,13.562932355421554,9,100
receipt,12.864530633681845,9,100
milk_can,11.968789487227165,9,100
cushion,11.626605845134566,9,100
vase,10.498383992065703,9,100
painting,7.383290528199201,9,100
toothpaste,7.068820259563759,9,100
baseball_glove,6.965067744672842,9,100
triangle_(musical_instrument),14.497813874628157,8,100
cart,7.3505908925056955,8,100
bathtub,6.792002782858329,8,100
toilet,6.534297607892618,8,100
glass_(drink_container),4.143345978134313,8,100
pastry,3.7403767523286495,8,100
slide,3.6515625744600397,8,100
pen,3.2489106372277923,8,100
burrito,31.06488103421875,7,100
eclair,30.909350536563142,7,100
grocery_bag,6.680502052445735,7,100
handsaw,5.43077187616066,7,100
bear,3.470390968848344,7,100
awning,3.1916944807353262,7,100
signboard,3.009297171547061,7,100
turtle,2.1716091685944763,7,100
checkbook,29.059530440443034,6,100
fleece,20.966111769850194,6,100
candy_bar,15.503962829691162,6,100
clock_tower,11.300265029697174,6,100
curling_iron,11.109969120200619,6,100
ski,8.604576156564356,6,100
refrigerator,6.516947708472486,6,100
baby_buggy,5.031904945662967,6,100
suitcase,3.0917706975504564,6,100
laptop_computer,2.9508041612299194,6,100
spectacles,2.9343136173550053,6,100
sandwich,2.7193784753384227,6,100
printer,7.359888169005874,5,100
handbag,4.887342859560267,5,100
barrel,4.500470725053434,5,100
curtain,2.7308304836817983,5,100
fireplug,2.066460674227402,5,100
inkpad,31.772400262106938,4,100
beeper,28.547852567438106,4,100
roller_skate,9.858399061131253,4,100
army_tank,9.181430308777632,4,100
cat,3.1701675906392084,4,100
bullet_train,1.907460111046504,4,100
papaya,1.7503461065297234,4,100
cornmeal,1.6660361684345855,4,100
blanket,1.6323792621524311,4,100
crawfish,1.2755703828742322,4,100
satchel,3.0716219400283906,3,100
sunglasses,1.9720987677814015,3,100
tag,1.7069335875480873,3,100
surfboard,1.6501756498171471,3,100
baboon,27.516053079788126,2,100
fireplace,12.676422113516333,2,100
plate,2.039910759278002,2,100
clock,1.646525453865434,2,100
gameboard,1.327673981298766,2,100
skateboard,1.0273048458073752,2,100
bicycle,0.9346229762444274,2,100
crab_(animal),0.8753292142380571,2,100
dumbbell,0.815631148374591,2,100
hat,0.8144323197345659,2,100
box,2.065275942252037,1,100
stop_sign,0.8369022901236481,1,100
wallet,0.8053625894441416,1,100
polar_bear,0.49791604983260074,1,100
giraffe,0.4969182220774252,1,100
pizza,0.46675236294896033,1,100
horse,0.37772539332273924,1,100
mug,0.3769744482067895,1,100
duck,0.31771509854199026,1,100
