seed,alpha,iou_thresh,n_candidates,n_clusters,compression_ratio,mean_cluster_size,max_cluster_size,nms_rej,nms_fp,nms_tp,nms_tp_members,nms_fdp_pooled,nms_family_fdp_mean,nms_recall_cluster,nms_recall_members,base_rej,base_fp,base_tp,base_fdp_pooled,base_family_fdp_mean,base_recall,total_tp_clusters,nms_hit_tp_clusters,base_hit_tp_clusters,nms_recall_object,base_recall_object
18,0.05,0.7,7310,7310,1.0,1.0,1,109,4,105,105,0.03669724770642202,0.004469273743016759,0.13043478260869565,0.13043478260869565,109,4,105,0.03669724770642202,0.004469273743016759,0.13043478260869565,805,105,105,0.13043478260869565,0.13043478260869565
18,0.1,0.7,7310,7310,1.0,1.0,1,132,8,124,124,0.06060606060606061,0.00881440099317194,0.15403726708074533,0.15403726708074533,132,8,124,0.06060606060606061,0.00881440099317194,0.15403726708074533,805,124,124,0.15403726708074533,0.15403726708074533
18,0.15,0.7,7310,7310,1.0,1.0,1,157,12,145,145,0.07643312101910828,0.012414649286157665,0.18012422360248448,0.18012422360248448,157,12,145,0.07643312101910828,0.012414649286157665,0.18012422360248448,805,145,145,0.18012422360248448,0.18012422360248448
18,0.2,0.7,7310,7310,1.0,1.0,1,173,14,159,159,0.08092485549132948,0.01458721291123526,0.19751552795031055,0.19751552795031055,173,14,159,0.08092485549132948,0.01458721291123526,0.19751552795031055,805,159,159,0.19751552795031055,0.19751552795031055
19,0.05,0.7,7196,7196,1.0,1.0,1,130,4,126,126,0.03076923076923077,0.0074487895716946,0.14928909952606634,0.14928909952606634,130,4,126,0.03076923076923077,0.0074487895716946,0.14928909952606634,844,126,126,0.14928909952606634,0.14928909952606634
19,0.1,0.7,7196,7196,1.0,1.0,1,176,10,166,166,0.056818181818181816,0.015052762259466168,0.1966824644549763,0.1966824644549763,176,10,166,0.056818181818181816,0.015052762259466168,0.1966824644549763,844,166,166,0.1966824644549763,0.1966824644549763
19,0.15,0.7,7196,7196,1.0,1.0,1,197,15,182,182,0.07614213197969544,0.02110490378646803,0.2156398104265403,0.2156398104265403,197,15,182,0.07614213197969544,0.02110490378646803,0.2156398104265403,844,182,182,0.2156398104265403,0.2156398104265403
19,0.2,0.7,7196,7196,1.0,1.0,1,220,18,202,202,0.08181818181818182,0.022470515207945376,0.23933649289099526,0.23933649289099526,220,18,202,0.08181818181818182,0.022470515207945376,0.23933649289099526,844,202,202,0.23933649289099526,0.23933649289099526
2,0.05,0.7,6659,6659,1.0,1.0,1,102,9,93,93,0.08823529411764706,0.0111731843575419,0.13839285714285715,0.13839285714285715,102,9,93,0.08823529411764706,0.0111731843575419,0.13839285714285715,672,93,93,0.13839285714285715,0.13839285714285715
2,0.1,0.7,6659,6659,1.0,1.0,1,118,11,107,107,0.09322033898305085,0.013656114214773432,0.15922619047619047,0.15922619047619047,118,11,107,0.09322033898305085,0.013656114214773432,0.15922619047619047,672,107,107,0.15922619047619047,0.15922619047619047
