threshold,fdp_pooled,fdp_family,recall,rejections
0.395,0.2399501162622105,0.1726024390699354,0.43917618978283696,396.75
0.4,0.23340755941316785,0.16925991073388796,0.43580974095971403,390.25
0.405,0.22574719392422268,0.1598837521943282,0.43298768469662335,383.85
0.41,0.2192361687653129,0.15326209016288267,0.42743459698423153,375.65
0.415,0.21440432205669363,0.14778543907789052,0.42084114964861,367.45
0.42,0.20550309531013244,0.14252170860724217,0.4154937612915316,358.55
0.425,0.20141997976883816,0.14165557416655764,0.4090127843197517,351.1
0.43,0.1945765581168318,0.13606294334374372,0.40478045759391046,344.4
0.435,0.189686859572229,0.13383923709280127,0.4015731500348075,339.45
0.44,0.18318455625600513,0.1323601238230396,0.3942859728124094,330.5
0.445,0.17470459915947817,0.12416131235973897,0.3897047809002114,323.25
0.45,0.1720791477716551,0.12157074124201399,0.38440217465194804,317.8
0.455,0.16322201017326604,0.11213707073116652,0.37905952503198814,309.85
0.46,0.16160953050657625,0.11263989204943821,0.3754968300648279,306.25
0.465,0.15620799834031915,0.1089946424444447,0.3702239363073193,299.9
0.47,0.15457933670935484,0.10908701872031498,0.3661077603222822,295.95
0.475,0.14992238178629697,0.10410114345236668,0.3626561085472828,291.5
0.48,0.14243721330503967,0.10057978842619855,0.35786358749173536,285.0
0.485,0.13579486073670813,0.09457189333469236,0.35452436619762995,280.05
0.49,0.1300646688424231,0.08985243972701734,0.35195689358556603,276.1
0.495,0.12361257967094974,0.08668462281510661,0.34739582779147304,270.5
0.5,0.11977600297576033,0.08500978666923008,0.34438184892275164,266.95
0.505,0.11286208581745247,0.07921735146656028,0.34172253980319617,262.8
0.51,0.10763672169926256,0.0748346798447829,0.3359067730740571,256.7
0.515,0.10610521144982872,0.0755726303444353,0.3301543033899202,251.85
0.52,0.10426803589399436,0.07635321016473227,0.3256348903739982,247.8
0.525,0.10232825101195638,0.07606283582865213,0.32085919440154675,243.55
0.53,0.1005373122448644,0.07314556314610424,0.3186486355232074,241.4
0.535,0.09762746419232902,0.07031260810197552,0.3140876169725415,237.25
0.54,0.09282048120140803,0.06685462628849546,0.3097863821923582,232.75
0.545,0.08949520878310818,0.06526798701762075,0.30667783320808856,229.6
0.55,0.0876056004264125,0.06436288033868288,0.30399906077142874,227.15
0.555,0.08628038767679068,0.06376732384384358,0.3015349931029347,224.95
0.56,0.08398008155041778,0.0630348257022251,0.2975072359657679,221.35
0.565,0.08082494244816107,0.0623641256606257,0.29377748133254833,217.85
0.57,0.07530488658080454,0.06035638044708706,0.290904877831698,214.35
0.575,0.07373312843332142,0.0577549071006504,0.2868576376052535,211.05
0.58,0.07367337097227837,0.05729849278849404,0.28193437349240014,207.35
0.585,0.06784470637839296,0.054325834707441914,0.2804657905732596,204.95
0.59,0.06469166886336811,0.052476848448991045,0.2764635672670823,201.3
0.595,0.06423830621476498,0.05143024950338594,0.2744330140168477,199.7
0.6,0.060710883316718735,0.05191033570479605,0.2700517091002915,195.75
0.605,0.05557306404184872,0.04636959517738704,0.2678192467895727,193.1
0.61,0.052679752179810656,0.045543075693367074,0.26380140497839055,189.6
0.615,0.047294216578159534,0.041295348272194235,0.2609623444320377,186.45
0.62,0.04428763844624401,0.03875117528964608,0.25409169296322515,180.95
0.625,0.04405385662521571,0.03990387599981266,0.25090708717958804,178.65
0.63,0.04224280147048308,0.037995226397059816,0.248656917813387,176.7
0.635,0.04096306242708809,0.03685550527402925,0.24618928152301875,174.7
0.64,0.037301161742812665,0.032663186590473334,0.2412909406471663,170.55
0.645,0.0369082763457853,0.03269553860653352,0.2377554880786405,168.0
0.65,0.03770359650908796,0.034375266671988335,0.23298798494441614,164.75
0.655,0.03789543267302202,0.03501605428310907,0.22859135018351023,161.7
0.66,0.036348045354941697,0.03384593544823628,0.22534134320012575,159.1
0.665,0.034141145927595415,0.03424037841372688,0.2205337460033352,155.3
0.67,0.03354644896379242,0.03403371216101238,0.21689705977335053,152.65
0.675,0.034108327735909036,0.03437862277603092,0.21333132374534455,150.15
0.68,0.034662550398739674,0.03490649439827612,0.20959421727020272,147.6
0.685,0.03503252896338571,0.03520077650623561,0.2071757279023862,145.95
0.69,0.032029045510224056,0.03386057793097576,0.20281777313344249,142.4
0.695,0.029546215550336652,0.03143470689949833,0.19712720380116963,138.1
0.7,0.028115588192219394,0.031299044451261526,0.1924590196114195,134.65
0.705,0.02682945244354893,0.02918943834270856,0.18820278554072392,131.5
0.71,0.027386622399126183,0.03026314950778001,0.18444795633276628,128.9
0.715,0.027774015696543607,0.030664231662071523,0.17913940451024404,125.25
0.72,0.02752703046660283,0.030780574956535627,0.17557528133199118,122.7
0.725,0.028201342402155705,0.031083210023918163,0.17125300020234152,119.75
0.73,0.02889046806008665,0.03205469202753952,0.16729326142002998,117.0
0.735,0.023336204305216462,0.026659752287115184,0.1643581168172091,114.3
0.74,0.02385301638964269,0.026861804626887153,0.16100205379733384,112.0
0.745,0.02472025990407695,0.02938088801657341,0.1554777654287846,108.25
0.75,0.0235421946746313,0.027458204181815587,0.1519548825395996,105.65
0.755,0.021738928265715243,0.024983687549877433,0.1476732012234277,102.5
0.76,0.022640291153689904,0.02575410002985265,0.14165043705978064,98.4
0.765,0.023221341452239426,0.026296217233408532,0.13831628475279503,96.15
0.77,0.022414901884612443,0.027029934308355753,0.1336842589313659,92.8
0.775,0.02307036414416293,0.027323519713699083,0.12987250582806176,90.25
0.78,0.023353368303692744,0.027136233541089107,0.1227342592710378,85.25
0.785,0.023814976406883334,0.027906220003817418,0.11794231686204135,81.9
0.79,0.024612153237158655,0.02898187747499435,0.1134101524290888,78.85
0.795,0.025643984637438104,0.02959314037735774,0.10941118939084346,76.1
0.8,0.021793183746060617,0.024910012780567325,0.10590132520732669,73.35
0.805,0.02257176736859356,0.025550500415765433,0.10215986875997193,70.8
0.81,0.018994119735571652,0.02160440770452811,0.09754693178798682,67.4
0.815,0.019696172837499006,0.022210268133231275,0.09418887788504623,65.1
0.82,0.02142697949204539,0.023289877303855764,0.08780106731535267,60.75
0.825,0.02237236653850554,0.023904160667423645,0.08092812981024679,56.0
0.83,0.023667550942315,0.02484529454917888,0.07642628262238628,52.9
0.835,0.025004589657222177,0.026090848300971893,0.07203939215708349,49.9
0.84,0.02646107910000369,0.02759848111628409,0.06801795932907259,47.2
0.845,0.02031778745246287,0.021331587734938352,0.0639793249789878,44.15
0.85,0.014726960629040973,0.015571602460023976,0.06055608010347202,41.55
0.855,0.015279608375224438,0.01599683537813437,0.058656685141723265,40.25
0.86,0.015797517552429762,0.016452914585065613,0.05655645533366682,38.85
0.865,0.01684765558604568,0.017440334862935482,0.05328008422622097,36.6
0.87,0.018344015394225123,0.01882149986627481,0.04913505071857861,33.8
0.875,0.00825234441602728,0.008398942240109892,0.04665986842082083,31.8
0.88,0.009015151515151514,0.009138760345656898,0.04343192141752592,29.65
0.885,0.009607408720311947,0.00975046936337259,0.04053609896335405,27.7
0.89,0.011205198537095088,0.01139675697865353,0.03481602889448225,23.8
0.895,0.0120127778823431,0.012240050609615827,0.0317587256827071,21.75
0.9,0.012648185148185147,0.012887989203778677,0.02914458486460562,20.0
0.905,0.014588554720133668,0.01489815224335348,0.025485160618063496,17.55
0.91,0.015458376332989335,0.015805598555211558,0.024003215441208484,16.55
0.915,0.0,0.0,0.020547990879513738,13.95
0.92,0.0,0.0,0.018542426648658832,12.6
0.925,0.0,0.0,0.014653069198629123,10.0
0.93,0.0,0.0,0.011795395968446778,8.05
0.935,0.0,0.0,0.010120075881342838,6.9
0.94,0.0,0.0,0.007614546094799406,5.2
0.945,0.0,0.0,0.005702804036918032,3.9
0.95,0.0,0.0,0.004149474014490543,2.85
0.955,0.0,0.0,0.0035462481722297254,2.4444444444444446
0.96,0.0,0.0,0.0030754791882924406,2.1176470588235294
0.965,0.0,0.0,0.002079071349970149,1.4166666666666667
0.97,0.0,0.0,0.001425970311748546,1.0
