dataset,detector,mode,rho,alpha,floor_mean,rejections_mean,pooled_fdp_mean,pooled_fdp_std,per_family_fdp_mean,recall_mean,tp_retention_mean,pass_rate
COCO val,OWL-ViT,fixed_0.40,0.85,0.05,0.4,81.35,0.03814165083389593,0.0300519652958134,0.032078322907510705,0.14719168559613668,0.36415348231013217,0.6
COCO val,OWL-ViT,fixed_0.40,0.85,0.1,0.4,115.15,0.06533711759318865,0.038375610260349115,0.04919581819049543,0.20116633312135193,0.36415348231013217,0.85
COCO val,OWL-ViT,fixed_0.40,0.85,0.15,0.4,147.1,0.08564416841683668,0.04771083870957368,0.06403843603487704,0.25092813182858187,0.36415348231013217,0.9
COCO val,OWL-ViT,fixed_0.40,0.85,0.2,0.4,192.55,0.1431943898599017,0.06359573312758345,0.09262831514745852,0.30646654591000805,0.36415348231013217,0.9
COCO val,OWL-ViT,fixed_0.40,0.9,0.05,0.4,81.35,0.03814165083389593,0.0300519652958134,0.032078322907510705,0.14719168559613668,0.36415348231013217,0.6
COCO val,OWL-ViT,fixed_0.40,0.9,0.1,0.4,115.15,0.06533711759318865,0.038375610260349115,0.04919581819049543,0.20116633312135193,0.36415348231013217,0.85
COCO val,OWL-ViT,fixed_0.40,0.9,0.15,0.4,147.1,0.08564416841683668,0.04771083870957368,0.06403843603487704,0.25092813182858187,0.36415348231013217,0.9
COCO val,OWL-ViT,fixed_0.40,0.9,0.2,0.4,192.55,0.1431943898599017,0.06359573312758345,0.09262831514745852,0.30646654591000805,0.36415348231013217,0.9
COCO val,OWL-ViT,no_floor,0.8,0.05,0.0,44.15,0.01506692876171351,0.017121226055589436,0.014591760140461721,0.08194439827946712,1.0,0.95
COCO val,OWL-ViT,no_floor,0.8,0.1,0.0,60.9,0.023126840745530605,0.018446307069595533,0.017243434477702692,0.11203360184812025,1.0,1.0
COCO val,OWL-ViT,no_floor,0.8,0.15,0.0,73.8,0.03532432072063415,0.030223603457989325,0.02607783297446719,0.13403494087635076,1.0,1.0
COCO val,OWL-ViT,no_floor,0.8,0.2,0.0,84.95,0.0380209358944394,0.03014670724286686,0.030380842461104552,0.1536473722969824,1.0,1.0
COCO val,OWL-ViT,no_floor,0.85,0.05,0.0,44.15,0.01506692876171351,0.017121226055589436,0.014591760140461721,0.08194439827946712,1.0,0.95
COCO val,OWL-ViT,no_floor,0.85,0.1,0.0,60.9,0.023126840745530605,0.018446307069595533,0.017243434477702692,0.11203360184812025,1.0,1.0
COCO val,OWL-ViT,no_floor,0.85,0.15,0.0,73.8,0.03532432072063415,0.030223603457989325,0.02607783297446719,0.13403494087635076,1.0,1.0
COCO val,OWL-ViT,no_floor,0.85,0.2,0.0,84.95,0.0380209358944394,0.03014670724286686,0.030380842461104552,0.1536473722969824,1.0,1.0
COCO val,OWL-ViT,no_floor,0.9,0.05,0.0,44.15,0.01506692876171351,0.017121226055589436,0.014591760140461721,0.08194439827946712,1.0,0.95
COCO val,OWL-ViT,no_floor,0.9,0.1,0.0,60.9,0.023126840745530605,0.018446307069595533,0.017243434477702692,0.11203360184812025,1.0,1.0
COCO val,OWL-ViT,no_floor,0.9,0.15,0.0,73.8,0.03532432072063415,0.030223603457989325,0.02607783297446719,0.13403494087635076,1.0,1.0
COCO val,OWL-ViT,no_floor,0.9,0.2,0.0,84.95,0.0380209358944394,0.03014670724286686,0.030380842461104552,0.1536473722969824,1.0,1.0
COCO val,YOLO-World,adaptive_fit,0.8,0.05,0.17250000000000001,56.25,0.03064229861143883,0.023121210119442497,0.02691304765852499,0.13782398359436887,0.8338230540225281,0.9
COCO val,YOLO-World,adaptive_fit,0.8,0.1,0.17250000000000001,65.85,0.03445427349799792,0.028759225096076438,0.030905510622640308,0.1597096222033044,0.8338230540225281,0.95
COCO val,YOLO-World,adaptive_fit,0.8,0.15,0.17250000000000001,70.4,0.0357941416317271,0.030067280677140637,0.032143903231069436,0.16990509715718294,0.8338230540225281,1.0
COCO val,YOLO-World,adaptive_fit,0.8,0.2,0.17250000000000001,74.25,0.036081192416086164,0.030444067514640082,0.03192812396848214,0.17870604476131263,0.8338230540225281,1.0
COCO val,YOLO-World,adaptive_fit,0.85,0.05,0.12000000000000002,55.1,0.028666062203314562,0.021231702458376328,0.024637985670972983,0.13543752742172446,0.8787896013660952,0.85
COCO val,YOLO-World,adaptive_fit,0.85,0.1,0.12000000000000002,64.6,0.03318741045525427,0.025910151761647585,0.029891092411041587,0.15701906100994045,0.8787896013660952,1.0
COCO val,YOLO-World,adaptive_fit,0.85,0.15,0.12000000000000002,69.5,0.03507104026998211,0.029694579229980873,0.03137069060533427,0.16811267135958036,0.8787896013660952,1.0
COCO val,YOLO-World,adaptive_fit,0.85,0.2,0.12000000000000002,73.35,0.03580819674246986,0.030063966360753806,0.031681086489924654,0.17679590588713606,0.8787896013660952,1.0
COCO val,YOLO-World,adaptive_fit,0.9,0.05,0.0925,54.05,0.02916932955670152,0.021376099156069476,0.025046762520704802,0.13284631013658593,0.9150745297967315,0.85
COCO val,YOLO-World,adaptive_fit,0.9,0.1,0.0925,64.0,0.03184421408047895,0.02498208489789311,0.02840226856106317,0.15607541958134302,0.9150745297967315,1.0
COCO val,YOLO-World,adaptive_fit,0.9,0.15,0.0925,68.85,0.034713222664653993,0.02921603312921214,0.030746287496320635,0.1668284557249326,0.9150745297967315,1.0
COCO val,YOLO-World,adaptive_fit,0.9,0.2,0.0925,72.55,0.03514024671010864,0.02969539378089206,0.03108293401094094,0.17524114997655416,0.9150745297967315,1.0
COCO val,YOLO-World,fixed_0.40,0.8,0.05,0.4,57.65,0.030963330302659825,0.023622114557479337,0.026366594019200627,0.14108098252671747,0.6782540166148094,0.8
COCO val,YOLO-World,fixed_0.40,0.8,0.1,0.4,67.75,0.03564446882985674,0.029442601075415093,0.03166359766176892,0.16388722302894226,0.6782540166148094,0.95
COCO val,YOLO-World,fixed_0.40,0.8,0.15,0.4,72.65,0.03622595676530582,0.030392476868126746,0.03248356194333642,0.17492427843621974,0.6782540166148094,1.0
COCO val,YOLO-World,fixed_0.40,0.8,0.2,0.4,76.25,0.03670007780673069,0.031055771510341303,0.032490556843822224,0.182884122044207,0.6782540166148094,1.0
COCO val,YOLO-World,fixed_0.40,0.85,0.05,0.4,57.65,0.030963330302659825,0.023622114557479337,0.026366594019200627,0.14108098252671747,0.6782540166148094,0.8
COCO val,YOLO-World,fixed_0.40,0.85,0.1,0.4,67.75,0.03564446882985674,0.029442601075415093,0.03166359766176892,0.16388722302894226,0.6782540166148094,0.95
COCO val,YOLO-World,fixed_0.40,0.85,0.15,0.4,72.65,0.03622595676530582,0.030392476868126746,0.03248356194333642,0.17492427843621974,0.6782540166148094,1.0
COCO val,YOLO-World,fixed_0.40,0.85,0.2,0.4,76.25,0.03670007780673069,0.031055771510341303,0.032490556843822224,0.182884122044207,0.6782540166148094,1.0
COCO val,YOLO-World,fixed_0.40,0.9,0.05,0.4,57.65,0.030963330302659825,0.023622114557479337,0.026366594019200627,0.14108098252671747,0.6782540166148094,0.8
COCO val,YOLO-World,fixed_0.40,0.9,0.1,0.4,67.75,0.03564446882985674,0.029442601075415093,0.03166359766176892,0.16388722302894226,0.6782540166148094,0.95
COCO val,YOLO-World,fixed_0.40,0.9,0.15,0.4,72.65,0.03622595676530582,0.030392476868126746,0.03248356194333642,0.17492427843621974,0.6782540166148094,1.0
COCO val,YOLO-World,fixed_0.40,0.9,0.2,0.4,76.25,0.03670007780673069,0.031055771510341303,0.032490556843822224,0.182884122044207,0.6782540166148094,1.0
COCO val,YOLO-World,no_floor,0.8,0.05,0.0,53.3,0.029169292701228432,0.02200607024383077,0.024692258496766838,0.13110607396092772,1.0,0.75
COCO val,YOLO-World,no_floor,0.8,0.1,0.0,62.5,0.03082049144369391,0.023031408833902707,0.027064035162609735,0.1526527184210321,1.0,1.0
COCO val,YOLO-World,no_floor,0.8,0.15,0.0,67.85,0.0342222379635397,0.0292307466782358,0.029816877603586978,0.1645052210320262,1.0,1.0
COCO val,YOLO-World,no_floor,0.8,0.2,0.0,71.2,0.03469046748573529,0.02935571450114059,0.03062229760131676,0.17236460254142064,1.0,1.0
COCO val,YOLO-World,no_floor,0.85,0.05,0.0,53.3,0.029169292701228432,0.02200607024383077,0.024692258496766838,0.13110607396092772,1.0,0.75
COCO val,YOLO-World,no_floor,0.85,0.1,0.0,62.5,0.03082049144369391,0.023031408833902707,0.027064035162609735,0.1526527184210321,1.0,1.0
COCO val,YOLO-World,no_floor,0.85,0.15,0.0,67.85,0.0342222379635397,0.0292307466782358,0.029816877603586978,0.1645052210320262,1.0,1.0
COCO val,YOLO-World,no_floor,0.85,0.2,0.0,71.2,0.03469046748573529,0.02935571450114059,0.03062229760131676,0.17236460254142064,1.0,1.0
COCO val,YOLO-World,no_floor,0.9,0.05,0.0,53.3,0.029169292701228432,0.02200607024383077,0.024692258496766838,0.13110607396092772,1.0,0.75
COCO val,YOLO-World,no_floor,0.9,0.1,0.0,62.5,0.03082049144369391,0.023031408833902707,0.027064035162609735,0.1526527184210321,1.0,1.0
COCO val,YOLO-World,no_floor,0.9,0.15,0.0,67.85,0.0342222379635397,0.0292307466782358,0.029816877603586978,0.1645052210320262,1.0,1.0
COCO val,YOLO-World,no_floor,0.9,0.2,0.0,71.2,0.03469046748573529,0.02935571450114059,0.03062229760131676,0.17236460254142064,1.0,1.0
VOC 2012,GDino,adaptive_fit,0.8,0.05,0.0675,167.45,0.048695748994066514,0.017487083973651008,0.060816828668067036,0.28021069672722554,0.9264639884996978,0.5
VOC 2012,GDino,adaptive_fit,0.8,0.1,0.0675,214.65,0.0665964077766194,0.028801642122255236,0.07572949322265381,0.35173420960006513,0.9264639884996978,0.9
VOC 2012,GDino,adaptive_fit,0.8,0.15,0.0675,240.55,0.08562972826154905,0.03861357755151293,0.09325168002492548,0.385366662372984,0.9264639884996978,0.95
VOC 2012,GDino,adaptive_fit,0.8,0.2,0.0675,260.9,0.10230840376147166,0.04043160245977545,0.11305612235200593,0.4100479500344039,0.9264639884996978,1.0
VOC 2012,GDino,adaptive_fit,0.85,0.05,0.05,149.95,0.04566038103351215,0.016742070490808822,0.05599412602203637,0.25206743868940373,1.0,0.65
VOC 2012,GDino,adaptive_fit,0.85,0.1,0.05,196.4,0.0562332973360604,0.019634044679073946,0.06762485217721856,0.3260382606444976,1.0,1.0
VOC 2012,GDino,adaptive_fit,0.85,0.15,0.05,222.1,0.0711918428981706,0.02581032714446075,0.07954012637295996,0.36262372628281037,1.0,1.0
VOC 2012,GDino,adaptive_fit,0.85,0.2,0.05,241.95,0.08655029401962669,0.028307116516516923,0.09526872488717505,0.38829221048588525,1.0,1.0
VOC 2012,GDino,adaptive_fit,0.9,0.05,0.05,149.95,0.04566038103351215,0.016742070490808822,0.05599412602203637,0.25206743868940373,1.0,0.65
VOC 2012,GDino,adaptive_fit,0.9,0.1,0.05,196.4,0.0562332973360604,0.019634044679073946,0.06762485217721856,0.3260382606444976,1.0,1.0
VOC 2012,GDino,adaptive_fit,0.9,0.15,0.05,222.1,0.0711918428981706,0.02581032714446075,0.07954012637295996,0.36262372628281037,1.0,1.0
VOC 2012,GDino,adaptive_fit,0.9,0.2,0.05,241.95,0.08655029401962669,0.028307116516516923,0.09526872488717505,0.38829221048588525,1.0,1.0
VOC 2012,GDino,fixed_0.40,0.8,0.05,0.4,271.55,0.08752491438315488,0.03236956481740107,0.09189456123727023,0.4342660477261808,0.5912692375275591,0.1
VOC 2012,GDino,fixed_0.40,0.8,0.1,0.4,310.25,0.12109725973206983,0.04564765438898016,0.12780208005581462,0.4760731764782892,0.5912692375275591,0.4
VOC 2012,GDino,fixed_0.40,0.8,0.15,0.4,350.15,0.1577739582759462,0.053170320226287815,0.17084539401265925,0.5127111702360454,0.5912692375275591,0.3
VOC 2012,GDino,fixed_0.40,0.8,0.2,0.4,392.4,0.20184899522973782,0.05975573864287364,0.2242472883096312,0.5426786616576347,0.5912692375275591,0.4
VOC 2012,GDino,fixed_0.40,0.85,0.05,0.4,271.55,0.08752491438315488,0.03236956481740107,0.09189456123727023,0.4342660477261808,0.5912692375275591,0.1
VOC 2012,GDino,fixed_0.40,0.85,0.1,0.4,310.25,0.12109725973206983,0.04564765438898016,0.12780208005581462,0.4760731764782892,0.5912692375275591,0.4
VOC 2012,GDino,fixed_0.40,0.85,0.15,0.4,350.15,0.1577739582759462,0.053170320226287815,0.17084539401265925,0.5127111702360454,0.5912692375275591,0.3
VOC 2012,GDino,fixed_0.40,0.85,0.2,0.4,392.4,0.20184899522973782,0.05975573864287364,0.2242472883096312,0.5426786616576347,0.5912692375275591,0.4
VOC 2012,GDino,fixed_0.40,0.9,0.05,0.4,271.55,0.08752491438315488,0.03236956481740107,0.09189456123727023,0.4342660477261808,0.5912692375275591,0.1
VOC 2012,GDino,fixed_0.40,0.9,0.1,0.4,310.25,0.12109725973206983,0.04564765438898016,0.12780208005581462,0.4760731764782892,0.5912692375275591,0.4
VOC 2012,GDino,fixed_0.40,0.9,0.15,0.4,350.15,0.1577739582759462,0.053170320226287815,0.17084539401265925,0.5127111702360454,0.5912692375275591,0.3
VOC 2012,GDino,fixed_0.40,0.9,0.2,0.4,392.4,0.20184899522973782,0.05975573864287364,0.2242472883096312,0.5426786616576347,0.5912692375275591,0.4
VOC 2012,GDino,no_floor,0.8,0.05,0.0,149.95,0.04566038103351215,0.016742070490808822,0.05599412602203637,0.25206743868940373,1.0,0.65
VOC 2012,GDino,no_floor,0.8,0.1,0.0,196.4,0.0562332973360604,0.019634044679073946,0.06762485217721856,0.3260382606444976,1.0,1.0
VOC 2012,GDino,no_floor,0.8,0.15,0.0,222.1,0.0711918428981706,0.02581032714446075,0.07954012637295996,0.36262372628281037,1.0,1.0
VOC 2012,GDino,no_floor,0.8,0.2,0.0,241.95,0.08655029401962669,0.028307116516516923,0.09526872488717505,0.38829221048588525,1.0,1.0
VOC 2012,GDino,no_floor,0.85,0.05,0.0,149.95,0.04566038103351215,0.016742070490808822,0.05599412602203637,0.25206743868940373,1.0,0.65
VOC 2012,GDino,no_floor,0.85,0.1,0.0,196.4,0.0562332973360604,0.019634044679073946,0.06762485217721856,0.3260382606444976,1.0,1.0
VOC 2012,GDino,no_floor,0.85,0.15,0.0,222.1,0.0711918428981706,0.02581032714446075,0.07954012637295996,0.36262372628281037,1.0,1.0
VOC 2012,GDino,no_floor,0.85,0.2,0.0,241.95,0.08655029401962669,0.028307116516516923,0.09526872488717505,0.38829221048588525,1.0,1.0
VOC 2012,GDino,no_floor,0.9,0.05,0.0,149.95,0.04566038103351215,0.016742070490808822,0.05599412602203637,0.25206743868940373,1.0,0.65
VOC 2012,GDino,no_floor,0.9,0.1,0.0,196.4,0.0562332973360604,0.019634044679073946,0.06762485217721856,0.3260382606444976,1.0,1.0
VOC 2012,GDino,no_floor,0.9,0.15,0.0,222.1,0.0711918428981706,0.02581032714446075,0.07954012637295996,0.36262372628281037,1.0,1.0
VOC 2012,GDino,no_floor,0.9,0.2,0.0,241.95,0.08655029401962669,0.028307116516516923,0.09526872488717505,0.38829221048588525,1.0,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.8,0.05,0.1125,42.3,0.023591363119448223,0.027699395772768205,0.024494347600547514,0.09493873134316252,0.8683956677992851,0.85
VOC 2012,OWL-ViT,adaptive_fit,0.8,0.1,0.1125,49.25,0.028063868182936,0.029314471207813927,0.024508830461982305,0.1098851559333329,0.8683956677992851,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.8,0.15,0.1125,58.85,0.03258007661841021,0.03057016057680543,0.02585336221726159,0.13049469294096258,0.8683956677992851,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.8,0.2,0.1125,68.55,0.046966976870862445,0.04075618187187039,0.03383777271524041,0.14890913678653925,0.8683956677992851,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.85,0.05,0.1,41.9,0.02084626360590643,0.02613725923353461,0.02159487207607199,0.09424413469057905,0.8856895658999034,0.9
VOC 2012,OWL-ViT,adaptive_fit,0.85,0.1,0.1,48.75,0.024449852917977334,0.027013592776562612,0.0235158594617429,0.10929380535844932,0.8856895658999034,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.85,0.15,0.1,57.9,0.029204241772510964,0.027452284943698304,0.02358717093563547,0.12897635926351977,0.8856895658999034,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.85,0.2,0.1,66.9,0.04179620669329646,0.03332286609982769,0.029980969694518557,0.14656335523248637,0.8856895658999034,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.9,0.05,0.05,34.7,0.018076108033004586,0.02540296558807786,0.02008201931160189,0.07830762935786079,1.0,0.9
VOC 2012,OWL-ViT,adaptive_fit,0.9,0.1,0.05,43.45,0.025365167004640882,0.027594354932745837,0.025023904335462022,0.09723534819774918,1.0,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.9,0.15,0.05,49.65,0.02389112795995723,0.02649522950576396,0.023206484186071043,0.11136169584922906,1.0,1.0
VOC 2012,OWL-ViT,adaptive_fit,0.9,0.2,0.05,57.0,0.026620590905850387,0.027412033744974033,0.02325695484354779,0.12737286072509796,1.0,1.0
VOC 2012,OWL-ViT,fixed_0.40,0.8,0.05,0.4,48.9,0.027253811862466337,0.027681623637680577,0.026497226221489617,0.10924680344672448,0.2338558242320226,0.85
VOC 2012,OWL-ViT,fixed_0.40,0.8,0.1,0.4,59.2,0.037779591983261175,0.03588927646434678,0.03118011152527066,0.13016325304619697,0.2338558242320226,0.95
VOC 2012,OWL-ViT,fixed_0.40,0.8,0.15,0.4,81.65,0.07793173639565823,0.04451630398764212,0.055825518384295114,0.17016698610026243,0.2338558242320226,0.9
VOC 2012,OWL-ViT,fixed_0.40,0.8,0.2,0.4,90.65,0.09375309227288847,0.049493720593945974,0.06614440789143927,0.1848704145934427,0.2338558242320226,1.0
VOC 2012,OWL-ViT,fixed_0.40,0.85,0.05,0.4,48.9,0.027253811862466337,0.027681623637680577,0.026497226221489617,0.10924680344672448,0.2338558242320226,0.85
VOC 2012,OWL-ViT,fixed_0.40,0.85,0.1,0.4,59.2,0.037779591983261175,0.03588927646434678,0.03118011152527066,0.13016325304619697,0.2338558242320226,0.95
VOC 2012,OWL-ViT,fixed_0.40,0.85,0.15,0.4,81.65,0.07793173639565823,0.04451630398764212,0.055825518384295114,0.17016698610026243,0.2338558242320226,0.9
VOC 2012,OWL-ViT,fixed_0.40,0.85,0.2,0.4,90.65,0.09375309227288847,0.049493720593945974,0.06614440789143927,0.1848704145934427,0.2338558242320226,1.0
VOC 2012,OWL-ViT,fixed_0.40,0.9,0.05,0.4,48.9,0.027253811862466337,0.027681623637680577,0.026497226221489617,0.10924680344672448,0.2338558242320226,0.85
VOC 2012,OWL-ViT,fixed_0.40,0.9,0.1,0.4,59.2,0.037779591983261175,0.03588927646434678,0.03118011152527066,0.13016325304619697,0.2338558242320226,0.95
VOC 2012,OWL-ViT,fixed_0.40,0.9,0.15,0.4,81.65,0.07793173639565823,0.04451630398764212,0.055825518384295114,0.17016698610026243,0.2338558242320226,0.9
VOC 2012,OWL-ViT,fixed_0.40,0.9,0.2,0.4,90.65,0.09375309227288847,0.049493720593945974,0.06614440789143927,0.1848704145934427,0.2338558242320226,1.0
