seed,template,own_model,fit_phi_max_pertemplate,fit_phi_max_global,phi_max_ratio,cal_C_m_local,cal_m_local,cal_C_m_global,cal_m_global
15,a photo of a {cat},True,20.96037601142313,14.699850980414167,1.4258903739466733,1610.958262935122,1547,31823.949540169175,32294
15,the {cat},True,83.33917050691244,14.699850980414167,5.66938879978798,975.9908389208324,921,31823.949540169175,32294
15,a small {cat} near the center,False,14.699850980414167,14.699850980414167,1.0,8518.724853090493,9620,31823.949540169175,32294
16,a {cat} object,True,84.81190019193856,14.471748947666569,5.860514889985959,1671.2375830081678,1595,31326.74463324801,31503
16,other,False,14.471748947666569,14.471748947666569,1.0,8057.077858739346,5935,31326.74463324801,31503
16,a {cat} in the scene,False,14.471748947666569,14.471748947666569,1.0,9088.599077739013,10106,31326.74463324801,31503
16,a visible {cat} in the scene,True,130.36958614051974,14.471748947666569,9.008557750135694,1191.3900289426683,1206,31326.74463324801,31503
16,a photo of a {cat},True,16.841172526104035,14.471748947666569,1.1637275209102844,1735.075121288972,1816,31326.74463324801,31503
16,the {cat},True,146.20754716981133,14.471748947666569,10.102963207732117,1276.7361569806526,1265,31326.74463324801,31503
16,a small {cat} near the center,False,14.471748947666569,14.471748947666569,1.0,8417.4137046035,9580,31326.74463324801,31503
17,a {cat} object,True,74.34014869888476,14.660456355073077,5.0707936300468734,2081.0193977048116,1984,31533.121247148298,30813
17,other,False,14.660456355073077,14.660456355073077,1.0,9030.40066035309,6378,31533.121247148298,30813
17,a {cat} in the scene,False,14.660456355073077,14.660456355073077,1.0,7682.084431972166,8384,31533.121247148298,30813
17,a visible {cat} in the scene,True,150.6955017301038,14.660456355073077,10.27904575957879,1029.7010811547284,1121,31533.121247148298,30813
17,a photo of a {cat},True,15.586043327302068,14.660456355073077,1.0631349358990931,1718.542462963046,1729,31533.121247148298,30813
17,the {cat},True,80.83976992604765,14.660456355073077,5.514137347987398,918.2631276514925,877,31533.121247148298,30813
17,a small {cat} near the center,False,14.660456355073077,14.660456355073077,1.0,9325.317999340312,10340,31533.121247148298,30813
18,a {cat} object,True,60.62542266750157,14.397089318131755,4.21094995855514,2428.3866115598885,2381,31827.96781859702,31590
18,other,False,14.397089318131755,14.397089318131755,1.0,7920.859927753043,5379,31827.96781859702,31590
18,a {cat} in the scene,False,14.397089318131755,14.397089318131755,1.0,8478.108200259994,9271,31827.96781859702,31590
18,a visible {cat} in the scene,True,81.38983050847457,14.397089318131755,5.653214251159217,1097.5250001516424,1152,31827.96781859702,31590
18,a photo of a {cat},True,17.060757314974186,14.397089318131755,1.1850143413007652,1387.7018974234522,1415,31827.96781859702,31590
18,the {cat},True,69.8429203539823,14.397089318131755,4.851183375380038,991.020747832815,1076,31827.96781859702,31590
18,a small {cat} near the center,False,14.397089318131755,14.397089318131755,1.0,9651.07851082697,10916,31827.96781859702,31590
19,a {cat} object,True,41.991893143916,14.22557881214847,2.9518583179234463,1710.4682453211967,1817,32445.13754450881,32496
19,other,False,14.22557881214847,14.22557881214847,1.0,8137.454387255328,5926,32445.13754450881,32496
19,a {cat} in the scene,False,14.22557881214847,14.22557881214847,1.0,8968.336565821835,9824,32445.13754450881,32496
19,a visible {cat} in the scene,True,174.296170212766,14.22557881214847,12.252307798113577,753.6033916804099,689,32445.13754450881,32496
19,a photo of a {cat},True,13.45696916719644,14.22557881214847,0.945969885998899,1685.9816504324494,1643,32445.13754450881,32496
19,the {cat},True,72.89197267292911,14.22557881214847,5.124007510378436,1175.260419280398,1105,32445.13754450881,32496
19,a small {cat} near the center,False,14.22557881214847,14.22557881214847,1.0,10074.622615372504,11492,32445.13754450881,32496
