seed,alpha,global_m,global_C_m,global_phi_max,fit_phi_max,mean_K,T1,phi_max_below_T1
8,0.05,7333,7529.44327855436,12.41307863351526,12.41307863351526,28.25752508361204,628.6546402367109,True
8,0.1,7333,7529.44327855436,12.41307863351526,12.41307863351526,28.25752508361204,301.73112509583575,True
8,0.15,7333,7529.44327855436,12.41307863351526,12.41307863351526,28.25752508361204,198.50251999574954,True
8,0.2,7333,7529.44327855436,12.41307863351526,12.41307863351526,28.25752508361204,147.90208563132646,True
9,0.05,8574,8426.236609821884,13.189560123566336,13.189560123566336,28.588628762541806,601.9935146628343,True
9,0.1,8574,8426.236609821884,13.189560123566336,13.189560123566336,28.588628762541806,290.6155696041569,True
9,0.15,8574,8426.236609821884,13.189560123566336,13.189560123566336,28.588628762541806,191.54166281382393,True
9,0.2,8574,8426.236609821884,13.189560123566336,13.189560123566336,28.588628762541806,142.84447698355626,True
10,0.05,7616,7515.472223359376,10.921887033727131,10.921887033727131,26.494983277591974,561.9288608438146,True
10,0.1,7616,7515.472223359376,10.921887033727131,10.921887033727131,26.494983277591974,270.83916234523787,True
10,0.15,7616,7515.472223359376,10.921887033727131,10.921887033727131,26.494983277591974,178.41621416289064,True
10,0.2,7616,7515.472223359376,10.921887033727131,10.921887033727131,26.494983277591974,133.02267589236067,True
11,0.05,8477,8140.9229874481525,14.14601796587689,14.14601796587689,27.729096989966557,569.8057111000929,True
11,0.1,8477,8140.9229874481525,14.14601796587689,14.14601796587689,27.729096989966557,275.2694215563897,True
11,0.15,8477,8140.9229874481525,14.14601796587689,14.14601796587689,27.729096989966557,181.4676232061172,True
11,0.2,8477,8140.9229874481525,14.14601796587689,14.14601796587689,27.729096989966557,135.34647237948732,True
12,0.05,7419,7463.523446729661,10.734327485380119,10.734327485380119,28.441471571906355,619.6710118719946,True
12,0.1,7419,7463.523446729661,10.734327485380119,10.734327485380119,28.441471571906355,297.48588445020505,True
12,0.15,7419,7463.523446729661,10.734327485380119,10.734327485380119,28.441471571906355,195.7234988913666,True
12,0.2,7419,7463.523446729661,10.734327485380119,10.734327485380119,28.441471571906355,145.83651965246602,True
13,0.05,7987,8094.740457487917,13.66115618489473,13.66115618489473,29.909698996655518,655.2573907408781,True
13,0.1,7987,8094.740457487917,13.66115618489473,13.66115618489473,29.909698996655518,314.88399609616096,True
13,0.15,7987,8094.740457487917,13.66115618489473,13.66115618489473,29.909698996655518,207.23552213998917,True
13,0.2,7987,8094.740457487917,13.66115618489473,13.66115618489473,29.909698996655518,154.4381887063781,True
14,0.05,8800,8543.403811120263,12.931678640851525,12.931678640851525,29.036789297658864,603.5645811101948,True
14,0.1,8800,8543.403811120263,12.931678640851525,12.931678640851525,29.036789297658864,291.48600624340486,True
14,0.15,8800,8543.403811120263,12.931678640851525,12.931678640851525,29.036789297658864,192.1388568345357,True
14,0.2,8800,8543.403811120263,12.931678640851525,12.931678640851525,29.036789297658864,143.29845667623124,True
15,0.05,8089,8058.8903603699755,11.492523817925193,11.492523817925193,26.665551839464882,568.7537484186844,True
15,0.1,8089,8058.8903603699755,11.492523817925193,11.492523817925193,26.665551839464882,274.68400398100965,True
15,0.15,8089,8058.8903603699755,11.492523817925193,11.492523817925193,26.665551839464882,181.0654881193186,True
15,0.2,8089,8058.8903603699755,11.492523817925193,11.492523817925193,26.665551839464882,135.04059999543895,True
16,0.05,8776,8445.817106794537,12.895618330194603,12.895618330194603,27.39799331103679,562.3947309439719,True
16,0.1,8776,8445.817106794537,12.895618330194603,12.895618330194603,27.39799331103679,272.13676879259833,True
16,0.15,8776,8445.817106794537,12.895618330194603,12.895618330194603,27.39799331103679,179.49662987572486,True
16,0.2,8776,8445.817106794537,12.895618330194603,12.895618330194603,27.39799331103679,133.9109790975191,True
17,0.05,7898,8002.31085119554,13.14812030075188,13.14812030075188,26.14715719063545,567.3429144977963,True
17,0.1,7898,8002.31085119554,13.14812030075188,13.14812030075188,26.14715719063545,273.959935710202,True
17,0.15,7898,8002.31085119554,13.14812030075188,13.14812030075188,26.14715719063545,180.57924084075313,True
17,0.2,7898,8002.31085119554,13.14812030075188,13.14812030075188,26.14715719063545,134.67466730610636,True
18,0.05,8439,8264.320864124305,13.558670943725001,13.558670943725001,29.431438127090303,619.5881988472618,True
18,0.1,8439,8264.320864124305,13.558670943725001,13.558670943725001,29.431438127090303,298.6008293956786,True
18,0.15,8439,8264.320864124305,13.558670943725001,13.558670943725001,29.431438127090303,196.69823063146453,True
18,0.2,8439,8264.320864124305,13.558670943725001,13.558670943725001,29.431438127090303,146.65106632687633,True
19,0.05,8056,8171.9577647618335,13.335491241431836,13.335491241431836,25.725752508361204,557.4549087292631,True
19,0.1,8056,8171.9577647618335,13.335491241431836,13.335491241431836,25.725752508361204,269.53423608681027,True
19,0.15,8056,8171.9577647618335,13.335491241431836,13.335491241431836,25.725752508361204,177.73541877490945,True
19,0.2,8056,8171.9577647618335,13.335491241431836,13.335491241431836,25.725752508361204,132.58067556914907,True
