prompt,sum_phi,n_null,min_null
banjo,29.644328892660816,28,100
sofa_bed,29.355462214279655,28,100
halter_top,23.573531317840185,28,100
shaver_(electric),21.502742116723468,28,100
race_car,19.3134214194225,28,100
blinker,30.861955792947747,27,100
eel,29.025752999185656,27,100
football_helmet,27.812193376158937,27,100
fork,24.720199147819443,27,100
date_(fruit),23.648319019485516,27,100
headband,14.7913490819139,27,100
airplane,12.720275470934583,27,100
headlight,29.462496857836967,26,100
cooking_utensil,29.04338031364827,26,100
space_shuttle,28.648914766349375,26,100
horse_buggy,27.914339536685432,26,100
scarecrow,27.141591311142555,26,100
stirrup,24.480969029387317,26,100
bedpan,23.009307820515296,26,100
passenger_ship,22.007318865575385,26,100
table-tennis_table,20.63459158791285,26,100
banner,17.56236173329461,26,100
fig_(fruit),16.052596027407247,26,100
pantyhose,48.4400630480108,25,100
eyepatch,34.62869902713167,25,100
pocket_watch,26.2928520720807,25,100
stirrer,25.744873575214452,25,100
tights_(clothing),20.327907755340046,25,100
milkshake,20.115843481583006,25,100
clippers_(for_plants),19.896317517779202,25,100
shirt,13.868401129789488,25,100
spectacles,11.836158932144913,25,100
necktie,11.63783962340794,25,100
chinaware,44.54848621850727,24,100
hookah,28.995490881618515,24,100
poker_chip,19.082582905779656,24,100
bass_horn,18.600574545719674,24,100
candy_bar,31.385031451650317,23,100
neckerchief,27.072217194521855,23,100
cooler_(for_food),18.071985261656128,23,100
handbag,13.870146168871424,23,100
detergent,36.21839565372306,22,100
tambourine,33.44579008132534,22,100
sombrero,26.56558530923624,22,100
cargo_ship,22.989653694243167,22,100
cougar,19.465485097489836,22,100
bookmark,18.473165216796904,22,100
rearview_mirror,16.908575593911127,22,100
scissors,16.2401651730372,22,100
lamppost,12.023695346855844,22,100
apricot,45.1595261669162,21,100
canteen,41.178520275379405,21,100
hourglass,26.33758740210759,21,100
clarinet,23.9918832608492,21,100
bob,20.063253716940586,21,100
vase,19.162857395901092,21,100
wooden_leg,15.961610162599541,21,100
crape,77.54051419167392,20,100
saddle_blanket,18.038349378170526,20,100
machine_gun,15.496933472932804,20,100
zebra,14.54332413034331,20,100
glass_(drink_container),10.720723228140352,20,100
burrito,10.478865632706091,20,100
dove,21.92931476202629,19,100
matchbox,19.866850011537068,19,100
crabmeat,17.536185845606003,19,100
carrot,16.599262294533666,19,100
necklace,23.532440866765736,18,100
ice_pack,18.769339466000286,18,100
clock,17.219193542330164,18,100
tag,14.931384416768799,18,100
gemstone,20.89265061356476,17,100
cigar_box,19.521852033199128,17,100
turnip,18.84484054953396,17,100
unicycle,18.173989249619833,17,100
jelly_bean,14.242364711932455,17,100
squid_(food),14.076204639003759,17,100
flag,13.767735478546077,17,100
gourd,13.497332120326988,17,100
salmon_(food),13.203825216975167,17,100
cellular_telephone,13.015903591586245,17,100
manatee,39.23663418027933,16,100
banana,37.067229441131275,16,100
goggles,14.977710079233754,16,100
soya_milk,14.814596186469315,16,100
bicycle,13.837462000062612,16,100
baseball_bat,8.550482150243628,16,100
Rollerblade,49.71729069923134,15,100
gag,38.74531490014515,15,100
vest,14.649618446672747,15,100
elephant,12.484373318147524,15,100
key,11.040536894413604,15,100
wall_socket,10.369158697098982,15,100
Dixie_cup,7.977017376165329,15,100
rag_doll,21.555852842607457,14,100
computer_keyboard,19.066809615350028,14,100
basket,17.945452488972673,14,100
egg_roll,16.225375070305947,14,100
cornbread,11.824852271790638,14,100
sock,6.666718480351971,14,100
stepladder,47.2247804416985,13,100
grape,36.54110866468407,13,100
pillow,21.560833356224027,13,100
pool_table,19.72347657753406,13,100
locker,17.981305843486208,13,100
lab_coat,17.953115556847024,13,100
roller_skate,11.768358450245342,13,100
manhole,9.164302383428502,13,100
eclair,90.47535265261763,12,100
checkerboard,27.721776679204154,12,100
casserole,19.425303068287192,12,100
escargot,17.42982600066161,12,100
puffer_(fish),15.585395987282862,12,100
satchel,10.441635535090512,12,100
cider,34.48625618698145,11,100
sherbert,16.650325804412184,11,100
cream_pitcher,16.207185163833802,11,100
tux,15.513701490531112,11,100
gondola_(boat),14.655818227192082,11,100
harmonium,13.0560862268987,11,100
curling_iron,11.447208339050352,11,100
baseball_cap,10.033069278917466,11,100
laptop_computer,5.794523560744668,11,100
quiche,26.117323259251457,10,100
army_tank,16.3864363981529,10,100
mirror,14.086113386579672,10,100
dress_hat,13.957588553082854,10,100
hand_towel,7.275189925553361,10,100
bulldozer,47.65298487384346,9,100
camera,32.12314192817033,9,100
diving_board,13.969464858258785,9,100
safety_pin,13.130620519083891,9,100
receipt,12.406579048905934,9,100
knitting_needle,10.19102829673185,9,100
convertible_(automobile),33.20879758534143,8,100
lawn_mower,14.554038581472321,8,100
table,13.469738093551522,8,100
earplug,11.264343920407493,8,100
spoon,10.857816315527707,8,100
pistol,10.079856493955797,8,100
mallard,8.504504044908453,8,100
goose,4.140354821126425,8,100
tongs,3.645489023489621,8,100
gargoyle,32.78423120667291,7,100
wet_suit,13.021607369343167,7,100
poncho,10.550534443818291,7,100
clutch_bag,9.654729353831147,7,100
grocery_bag,5.6263534977081155,7,100
vent,4.764118038091276,7,100
sofa,4.730200845265351,7,100
refrigerator,4.382303851306693,7,100
bracelet,4.251951220873342,7,100
violin,4.177793944032059,7,100
papaya,4.042474248203571,7,100
bear,3.2436538928457246,7,100
fish,2.5367871233317523,7,100
dustpan,59.168472489109924,6,100
dinghy,33.55696610956856,6,100
fleece,19.213907164824857,6,100
ski,7.90750826843294,6,100
dragonfly,3.8553334839830984,6,100
television_set,3.4652750935105248,6,100
flower_arrangement,2.922082054619012,6,100
shoe,2.813129667993354,6,100
armoire,31.117441381944833,5,100
gasmask,11.78363231575108,5,100
houseboat,5.859077839874029,5,100
truffle_(chocolate),5.693964105442973,5,100
cornmeal,5.5428137620996365,5,100
stop_sign,2.970811669802456,5,100
inhaler,32.1308822375026,4,100
motor_scooter,11.005942374519794,4,100
coat,2.4007093314508907,4,100
teddy_bear,2.241533964827066,4,100
bullet_train,2.196021951011383,4,100
train_(railroad_vehicle),1.7484642391840262,4,100
bed,1.5823434596950028,4,100
bird,1.5502908159571003,4,100
lemonade,30.377913394769283,3,100
paddle,3.9953961243720304,3,100
apron,2.44581129953696,3,100
saxophone,1.909327211928537,3,100
sunglasses,1.8478330683080488,3,100
signboard,1.6351214380520613,3,100
skateboard,1.1183637426068824,3,100
painting,0.9826869790601512,3,100
fireplace,13.327255857394787,2,100
sink,3.5002270830279034,2,100
napkin,1.409271439413104,2,100
mask,0.9322798399676695,2,100
tablecloth,0.7904554119960765,2,100
barbell,0.704635719706552,1,100
cup,0.49595594945048094,1,100
dumbbell,0.36143733024268104,1,100
horse,0.32722162505066166,1,100
cat,0.2944994625455955,1,100
