seed,template,own_model,cal_null_count,phi_max,loo_mean_pertemplate,loo_mean_global_model,cross_template_loo
3,the {cat},True,336,3.5465753424657533,1.0,1.0,1.0
3,a small {cat} near the center,False,2852,12.633155183205739,1.0000000000000002,1.0000000000000002,1.0
4,a {cat} object,True,771,25.95744680851064,1.0,1.0000000000000002,0.9999999999999998
4,other,False,1479,13.410026079397277,1.0,1.0,1.0000000000000002
4,a {cat} in the scene,False,2666,13.410026079397277,1.0,1.0,1.0000000000000002
4,a visible {cat} in the scene,True,355,11.120567375886525,1.0000000000000002,1.0,0.9999999999999998
4,a photo of a {cat},True,343,9.853465346534655,1.0,1.0,1.0
4,the {cat},True,197,45.5028901734104,1.0,1.0,0.9999999999999999
4,a small {cat} near the center,False,2379,13.410026079397277,1.0000000000000002,1.0000000000000002,1.0000000000000002
5,a {cat} object,True,668,23.042364532019704,1.0,1.0,1.0
5,other,False,1349,14.206956102144733,1.0,1.0,0.9999999999999998
5,a {cat} in the scene,False,2137,14.206956102144733,1.0,1.0,0.9999999999999998
5,a visible {cat} in the scene,True,546,14.49197860962567,1.0,1.0,1.0
5,a photo of a {cat},True,428,7.371495327102803,0.9999999999999998,1.0,0.9999999999999998
5,the {cat},True,269,12.191950464396283,1.0000000000000004,1.0000000000000002,1.0
5,a small {cat} near the center,False,2696,14.206956102144733,1.0,1.0,0.9999999999999998
6,a {cat} object,True,811,12.160110420979986,1.0000000000000002,1.0,1.0000000000000002
6,other,False,1662,12.47763936937928,1.0000000000000002,1.0000000000000002,1.0
6,a {cat} in the scene,False,2178,12.47763936937928,1.0,1.0,1.0
6,a visible {cat} in the scene,True,200,19.885714285714286,1.0000000000000002,1.0000000000000002,1.0000000000000002
6,a photo of a {cat},True,371,5.853829160530191,1.0000000000000002,1.0,0.9999999999999999
6,the {cat},True,220,5.0007836990595615,0.9999999999999998,1.0000000000000002,0.9999999999999999
6,a small {cat} near the center,False,2630,12.47763936937928,1.0,1.0,1.0
7,a {cat} object,True,187,16.488357457520454,1.0,1.0000000000000002,1.0
7,other,False,1603,13.830281476997579,0.9999999999999997,0.9999999999999997,1.0
7,a {cat} in the scene,False,1856,13.830281476997579,1.0,1.0,1.0
7,a visible {cat} in the scene,True,289,14.30232558139535,1.0,1.0,0.9999999999999999
7,a photo of a {cat},True,319,8.16822429906542,1.0,1.0000000000000002,1.0
7,the {cat},True,341,7.5026455026455015,1.0,1.0,1.0000000000000002
7,a small {cat} near the center,False,3209,13.830281476997579,1.0000000000000002,1.0000000000000002,1.0
8,a {cat} object,True,337,57.05380577427822,1.0,1.0,0.9999999999999999
8,other,False,1621,12.41307863351526,1.0,1.0,1.0
8,a {cat} in the scene,False,2200,12.41307863351526,1.0,1.0,1.0
8,a visible {cat} in the scene,True,286,32.396629213483145,1.0000000000000002,1.0,1.0
8,a photo of a {cat},True,422,12.530172413793103,1.0,1.0000000000000002,1.0000000000000002
8,the {cat},True,244,10.934131736526947,1.0000000000000002,1.0000000000000002,1.0000000000000002
8,a small {cat} near the center,False,2223,12.41307863351526,1.0,1.0,1.0
9,a {cat} object,True,637,49.65485829959515,1.0,1.0,1.0
9,other,False,1718,13.189560123566336,1.0,1.0,1.0
9,a {cat} in the scene,False,2674,13.189560123566336,1.0,1.0,1.0
9,a visible {cat} in the scene,True,256,11.616707616707616,0.9999999999999999,1.0,1.0
9,a photo of a {cat},True,381,9.049847792998477,1.0,1.0000000000000002,1.0
9,the {cat},True,192,9.462857142857143,0.9999999999999999,1.0,1.0
9,a small {cat} near the center,False,2716,13.189560123566336,1.0,1.0,1.0
10,a {cat} object,True,686,9.767683772538142,1.0,1.0,0.9999999999999999
10,other,False,2040,10.921887033727131,1.0,1.0,1.0
10,a {cat} in the scene,False,1748,10.921887033727131,1.0,1.0,1.0
10,a visible {cat} in the scene,True,369,26.325678496868477,1.0,0.9999999999999999,0.9999999999999999
10,a photo of a {cat},True,368,15.684178743961352,0.9999999999999999,1.0,1.0
10,the {cat},True,333,6.606529209621994,1.0,1.0,1.0
10,a small {cat} near the center,False,2072,10.921887033727131,1.0,1.0,1.0
11,a {cat} object,True,888,87.29545454545455,0.9999999999999999,0.9999999999999999,1.0
11,other,False,1612,14.14601796587689,1.0000000000000002,1.0000000000000002,1.0
11,a {cat} in the scene,False,2614,14.14601796587689,1.0000000000000002,1.0000000000000002,1.0
11,a visible {cat} in the scene,True,265,32.05384615384616,1.0,1.0,0.9999999999999998
11,a photo of a {cat},True,423,21.62,1.0,1.0000000000000002,1.0
11,the {cat},True,233,6.736311239193085,1.0,1.0,1.0
11,a small {cat} near the center,False,2442,14.14601796587689,1.0,1.0,1.0
12,a {cat} object,True,403,73.39606126914661,1.0,1.0,1.0
12,other,False,1332,10.734327485380119,1.0,1.0,1.0
12,a {cat} in the scene,False,2079,10.734327485380119,1.0,1.0,1.0
12,a visible {cat} in the scene,True,385,10.114611872146119,0.9999999999999999,1.0000000000000002,1.0
12,a photo of a {cat},True,454,19.76305220883534,1.0000000000000002,1.0,1.0
12,the {cat},True,352,6.724832214765101,0.9999999999999997,1.0,1.0
12,a small {cat} near the center,False,2414,10.734327485380119,0.9999999999999998,0.9999999999999998,1.0
13,a {cat} object,True,452,27.95169082125604,1.0,1.0,1.0
13,other,False,2089,13.66115618489473,1.0,1.0,1.0
13,a {cat} in the scene,False,2325,13.66115618489473,1.0,1.0,1.0
13,a visible {cat} in the scene,True,385,55.6626213592233,0.9999999999999999,1.0,1.0
13,a photo of a {cat},True,292,14.83695652173913,1.0,1.0,1.0000000000000002
13,the {cat},True,178,15.692857142857143,1.0000000000000002,1.0,1.0000000000000002
13,a small {cat} near the center,False,2266,13.66115618489473,1.0,1.0,1.0
14,a {cat} object,True,639,39.840796019900495,1.0,1.0,1.0
14,other,False,1320,12.931678640851525,1.0,1.0,1.0
14,a {cat} in the scene,False,2663,12.931678640851525,1.0,1.0,1.0
14,a visible {cat} in the scene,True,398,3.696288659793814,0.9999999999999997,1.0,1.0
14,a photo of a {cat},True,456,14.575596816976125,1.0,0.9999999999999999,1.0000000000000002
14,the {cat},True,227,38.54748603351955,0.9999999999999999,1.0000000000000002,1.0
14,a small {cat} near the center,False,3097,12.931678640851525,1.0000000000000002,1.0000000000000002,1.0
15,a {cat} object,True,501,23.56115107913669,1.0,1.0,1.0
15,other,False,1898,11.492523817925193,0.9999999999999999,0.9999999999999999,1.0
15,a {cat} in the scene,False,2027,11.492523817925193,1.0,1.0,1.0
15,a visible {cat} in the scene,True,156,64.01716738197426,0.9999999999999998,1.0,1.0
15,a photo of a {cat},True,284,7.27116704805492,1.0,1.0,0.9999999999999999
15,the {cat},True,198,6.023738872403561,1.0000000000000002,0.9999999999999999,1.0
15,a small {cat} near the center,False,3025,11.492523817925193,1.0,1.0,1.0
16,a {cat} object,True,502,12.03939617083947,1.0000000000000002,1.0000000000000002,1.0
16,other,False,1557,12.895618330194603,1.0,1.0,1.0
16,a {cat} in the scene,False,3048,12.895618330194603,1.0,1.0,1.0
16,a visible {cat} in the scene,True,466,7.455581947743468,1.0,1.0,1.0
16,a photo of a {cat},True,317,34.65,1.0000000000000002,1.0,0.9999999999999998
16,the {cat},True,162,44.205607476635514,1.0,1.0,1.0000000000000002
16,a small {cat} near the center,False,2724,12.895618330194603,1.0,1.0,1.0
17,a {cat} object,True,654,64.65681818181817,0.9999999999999998,0.9999999999999998,1.0
17,other,False,1491,13.14812030075188,1.0000000000000002,1.0000000000000002,1.0000000000000002
17,a {cat} in the scene,False,2090,13.14812030075188,1.0,1.0,1.0000000000000002
17,a visible {cat} in the scene,True,450,11.053864168618267,1.0,1.0,1.0
17,a photo of a {cat},True,412,11.532258064516128,0.9999999999999999,0.9999999999999999,0.9999999999999999
17,the {cat},True,305,13.429022082018927,1.0,1.0,0.9999999999999999
17,a small {cat} near the center,False,2496,13.14812030075188,1.0,1.0,1.0000000000000002
18,a {cat} object,True,551,23.860909090909093,1.0,1.0,0.9999999999999998
18,other,False,1483,13.558670943725001,1.0,1.0,1.0
18,a {cat} in the scene,False,2583,13.558670943725001,0.9999999999999998,0.9999999999999998,1.0
18,a visible {cat} in the scene,True,690,9.613636363636363,1.0,1.0,1.0
18,a photo of a {cat},True,349,9.040919540229885,1.0,1.0,1.0000000000000002
18,the {cat},True,186,6.352339181286549,1.0,0.9999999999999999,0.9999999999999998
18,a small {cat} near the center,False,2597,13.558670943725001,1.0,1.0,1.0
19,a {cat} object,True,660,11.076555023923444,1.0000000000000002,1.0,1.0
19,other,False,1547,13.335491241431836,1.0000000000000002,1.0000000000000002,0.9999999999999999
19,a {cat} in the scene,False,2242,13.335491241431836,1.0000000000000002,1.0000000000000002,0.9999999999999999
19,a visible {cat} in the scene,True,395,9.63819095477387,1.0000000000000002,1.0,1.0
19,a photo of a {cat},True,481,27.022556390977442,1.0,1.0,1.0000000000000002
19,the {cat},True,338,25.27810650887574,1.0,1.0,1.0
19,a small {cat} near the center,False,2393,13.335491241431836,1.0,1.0,0.9999999999999999
