seed,template,own_model,fit_phi_max_pertemplate,fit_phi_max_global,phi_max_ratio,cal_C_m_local,cal_m_local,cal_C_m_global,cal_m_global
8,other,False,12.41307863351526,12.41307863351526,1.0,2285.3581093802777,1621,7529.44327855436,7333
8,a {cat} in the scene,False,12.41307863351526,12.41307863351526,1.0,1999.7109665014223,2200,7529.44327855436,7333
8,a visible {cat} in the scene,True,32.396629213483145,12.41307863351526,2.6098786747400746,320.45580905818395,286,7529.44327855436,7333
8,a photo of a {cat},True,12.530172413793103,12.41307863351526,1.0094330974397996,455.93964022792625,422,7529.44327855436,7333
8,the {cat},True,41.00299401197605,12.41307863351526,3.303209076696585,238.04085108171932,244,7529.44327855436,7333
8,a small {cat} near the center,False,12.41307863351526,12.41307863351526,1.0,1929.296505972016,2223,7529.44327855436,7333
9,a {cat} object,True,49.65485829959515,13.189560123566336,3.76470919684992,643.1713984641574,637,8426.236609821884,8574
9,other,False,13.189560123566336,13.189560123566336,1.0,2259.609573744079,1718,8426.236609821884,8574
9,a {cat} in the scene,False,13.189560123566336,13.189560123566336,1.0,2369.0590837360887,2674,8426.236609821884,8574
9,a visible {cat} in the scene,True,55.17936117936118,13.189560123566336,4.183563413973899,283.8639414512128,256,8426.236609821884,8574
9,a photo of a {cat},True,9.049847792998477,13.189560123566336,0.6861371954951505,397.8217418328444,381,8426.236609821884,8574
9,the {cat},True,33.120000000000005,13.189560123566336,2.511076919147828,180.24653917511063,192,8426.236609821884,8574
9,a small {cat} near the center,False,13.189560123566336,13.189560123566336,1.0,2358.0367961677107,2716,8426.236609821884,8574
10,a {cat} object,True,27.85598705501618,10.921887033727131,2.5504738301170864,690.1415451586058,686,7515.472223359376,7616
10,other,False,10.921887033727131,10.921887033727131,1.0,2369.8024526343293,2040,7515.472223359376,7616
10,a {cat} in the scene,False,10.921887033727131,10.921887033727131,1.0,1548.1695775151077,1748,7515.472223359376,7616
10,a visible {cat} in the scene,True,26.325678496868477,10.921887033727131,2.4103598961950397,394.5615785769346,369,7515.472223359376,7616
10,a photo of a {cat},True,15.684178743961352,10.921887033727131,1.436031950845867,398.3546593732218,368,7515.472223359376,7616
10,the {cat},True,34.35395189003437,10.921887033727131,3.1454227446180574,330.40354765509403,333,7515.472223359376,7616
10,a small {cat} near the center,False,10.921887033727131,10.921887033727131,1.0,1844.449338757447,2072,7515.472223359376,7616
11,a {cat} object,True,87.29545454545455,14.14601796587689,6.171026698540124,945.3463997508112,888,8140.9229874481525,8477
11,other,False,14.14601796587689,14.14601796587689,1.0,2122.384482239689,1612,8140.9229874481525,8477
11,a {cat} in the scene,False,14.14601796587689,14.14601796587689,1.0,2227.236219647688,2614,8140.9229874481525,8477
11,a visible {cat} in the scene,True,33.580219780219785,14.14601796587689,2.373828441418793,277.9000426032931,265,8140.9229874481525,8477
11,a photo of a {cat},True,21.62,14.14601796587689,1.5283452949198775,455.86807367346705,423,8140.9229874481525,8477
11,the {cat},True,34.293948126801155,14.14601796587689,2.424282805912252,215.91844394798284,233,8140.9229874481525,8477
11,a small {cat} near the center,False,14.14601796587689,14.14601796587689,1.0,2127.063600296865,2442,8140.9229874481525,8477
12,a {cat} object,True,73.39606126914661,10.734327485380119,6.837509044615062,477.52232148020363,403,7463.523446729661,7419
12,other,False,10.734327485380119,10.734327485380119,1.0,1786.6422325951173,1332,7463.523446729661,7419
12,a {cat} in the scene,False,10.734327485380119,10.734327485380119,1.0,1854.4214666666549,2079,7463.523446729661,7419
12,a visible {cat} in the scene,True,62.47260273972603,10.734327485380119,5.819889771838257,390.9501680438224,385,7463.523446729661,7419
12,a photo of a {cat},True,19.76305220883534,10.734327485380119,1.8411076274458846,475.31436919964744,454,7463.523446729661,7419
12,the {cat},True,26.8993288590604,10.734327485380119,2.5059165463040514,322.7033978325925,352,7463.523446729661,7419
12,a small {cat} near the center,False,10.734327485380119,10.734327485380119,1.0,2207.0623745377634,2414,7463.523446729661,7419
13,a {cat} object,True,43.833333333333336,13.66115618489473,3.2086108042451245,499.57919645321545,452,8094.740457487917,7987
13,other,False,13.66115618489473,13.66115618489473,1.0,2623.2883793001433,2089,8094.740457487917,7987
13,a {cat} in the scene,False,13.66115618489473,13.66115618489473,1.0,2119.215504854603,2325,8094.740457487917,7987
13,a visible {cat} in the scene,True,58.59223300970874,13.66115618489473,4.288965898398462,420.6566643614788,385,8094.740457487917,7987
13,a photo of a {cat},True,14.83695652173913,13.66115618489473,1.0860688744737794,361.7269303043828,292,8094.740457487917,7987
13,the {cat},True,33.8,13.66115618489473,2.4741683311821716,199.84156204906202,178,8094.740457487917,7987
13,a small {cat} near the center,False,13.66115618489473,13.66115618489473,1.0,2008.6320065247196,2266,8094.740457487917,7987
14,a {cat} object,True,39.840796019900495,12.931678640851525,3.080868085759751,626.8947769673383,639,8543.403811120263,8800
14,other,False,12.931678640851525,12.931678640851525,1.0,1728.1327397658233,1320,8543.403811120263,8800
14,a {cat} in the scene,False,12.931678640851525,12.931678640851525,1.0,2504.613648732302,2663,8543.403811120263,8800
14,a visible {cat} in the scene,True,31.276288659793813,12.931678640851525,2.4185791750957346,367.1167977336746,398,8543.403811120263,8800
14,a photo of a {cat},True,14.575596816976125,12.931678640851525,1.127123339651468,454.5466105811284,456,8543.403811120263,8800
14,the {cat},True,38.54748603351955,12.931678640851525,2.980857095516354,341.3484361696652,227,8543.403811120263,8800
14,a small {cat} near the center,False,12.931678640851525,12.931678640851525,1.0,2623.524616245,3097,8543.403811120263,8800
15,a {cat} object,True,65.97122302158273,11.492523817925193,5.7403599128231235,465.8722473016803,501,8058.8903603699755,8089
15,other,False,11.492523817925193,11.492523817925193,1.0,2522.565677975663,1898,8058.8903603699755,8089
15,a {cat} in the scene,False,11.492523817925193,11.492523817925193,1.0,1806.0702008915669,2027,8058.8903603699755,8089
15,a visible {cat} in the scene,True,64.01716738197426,11.492523817925193,5.570331495169494,226.10186747329217,156,8058.8903603699755,8089
15,a photo of a {cat},True,7.755911517925248,11.492523817925193,0.6748658206675324,275.30492343443524,284,8058.8903603699755,8089
15,the {cat},True,33.73293768545994,11.492523817925193,2.935207115502844,195.0851387649607,198,8058.8903603699755,8089
15,a small {cat} near the center,False,11.492523817925193,11.492523817925193,1.0,2640.641668791298,3025,8058.8903603699755,8089
16,a {cat} object,True,35.48453608247423,12.895618330194603,2.751673876652237,470.5344818064077,502,8445.817106794537,8776
16,other,False,12.895618330194603,12.895618330194603,1.0,2042.1750270164418,1557,8445.817106794537,8776
16,a {cat} in the scene,False,12.895618330194603,12.895618330194603,1.0,2670.7631357368823,3048,8445.817106794537,8776
16,a visible {cat} in the scene,True,50.59144893111638,12.895618330194603,3.9231503008008866,419.66000846974896,466,8445.817106794537,8776
16,a photo of a {cat},True,34.65,12.895618330194603,2.6869591758053457,417.1780991192143,317,8445.817106794537,8776
16,the {cat},True,44.205607476635514,12.895618330194603,3.4279556314976967,225.06753391987036,162,8445.817106794537,8776
16,a small {cat} near the center,False,12.895618330194603,12.895618330194603,1.0,2375.0572078019513,2724,8445.817106794537,8776
17,a {cat} object,True,64.65681818181817,13.14812030075188,4.917571234735412,672.9668582992906,654,8002.31085119554,7898
17,other,False,13.14812030075188,13.14812030075188,1.0,2188.393156403712,1491,8002.31085119554,7898
17,a {cat} in the scene,False,13.14812030075188,13.14812030075188,1.0,1980.7424773860666,2090,8002.31085119554,7898
17,a visible {cat} in the scene,True,55.26932084309134,13.14812030075188,4.2035910517133575,417.66763462777845,450,8002.31085119554,7898
17,a photo of a {cat},True,11.532258064516128,13.14812030075188,0.8771031752619917,410.75351846831927,412,8002.31085119554,7898
17,the {cat},True,31.741324921135647,13.14812030075188,2.414134050729708,249.4837594582074,305,8002.31085119554,7898
17,a small {cat} near the center,False,13.14812030075188,13.14812030075188,1.0,2165.2848621818594,2496,8002.31085119554,7898
18,a {cat} object,True,137.6590909090909,13.558670943725001,10.15284547286694,602.7171387291636,551,8264.320864124305,8439
18,other,False,13.558670943725001,13.558670943725001,1.0,2040.1977473165753,1483,8264.320864124305,8439
18,a {cat} in the scene,False,13.558670943725001,13.558670943725001,1.0,2303.307069307325,2583,8264.320864124305,8439
18,a visible {cat} in the scene,True,33.64772727272727,13.558670943725001,2.481639049460047,594.6152140473163,690,8264.320864124305,8439
18,a photo of a {cat},True,9.040919540229885,13.558670943725001,0.6667998344199106,370.8190022422963,349,8264.320864124305,8439
18,the {cat},True,32.3391812865497,13.558670943725001,2.3851291487766644,202.04194911651052,186,8264.320864124305,8439
18,a small {cat} near the center,False,13.558670943725001,13.558670943725001,1.0,2211.8064248140363,2597,8264.320864124305,8439
19,a {cat} object,True,38.398724082934606,13.335491241431836,2.879438288979876,620.0423970542697,660,8171.9577647618335,8056
19,other,False,13.335491241431836,13.335491241431836,1.0,2137.569877033689,1547,8171.9577647618335,8056
19,a {cat} in the scene,False,13.335491241431836,13.335491241431836,1.0,2118.8146412549204,2242,8171.9577647618335,8056
19,a visible {cat} in the scene,True,49.5678391959799,13.335491241431836,3.7169863710740803,360.3488205475347,395,8171.9577647618335,8056
19,a photo of a {cat},True,27.022556390977442,13.335491241431836,2.026363776313052,527.6912720348391,481,8171.9577647618335,8056
19,the {cat},True,27.384615384615387,13.335491241431836,2.0535138067905994,343.10370668122147,338,8171.9577647618335,8056
19,a small {cat} near the center,False,13.335491241431836,13.335491241431836,1.0,2164.9016134483036,2393,8171.9577647618335,8056
